bib_id,abbreviation,authors,title,type,ref,file,num_pages
peyrot2016sanskrit,Peyrot. “Sanskrit–Tocharian.”,Peyrot,Further Sanskrit–Tocharian Bilingual Udānavarga Fragments,article,"Peyrot, Michaël. “Further Sanskrit–Tocharian Bilingual Udānavarga Fragments.” *Tocharian and Indo-European Studies* 17 (2016): 153–211.",peyrot2016sanskrit.pdf,59
skilling2020udanavarga,Skilling. “‘Tibetan Udānavarga.”,Skilling,‘Impermanence’: A Translation of the First Chapter of the Tibetan Udānavarga,article,"Skilling, Peter. “‘Impermanence’: A Translation of the First Chapter of the Tibetan Udānavarga.” *Buddhist Studies Review* 37, no. 1 (2020): 15–25.",,
salomon2020gandharan,Salomon. “Gandharan Sūtras.”,Salomon,Where Are the Gandharan Sūtras? Some Reflections on the Contents of the Gandhari Manuscript Collections,book section,"Salomon, Richard. “Where Are the Gandharan Sūtras? Some Reflections on the Contents of the Gandhari Manuscript Collections.” In *Research on the Saṃyuktaāgama,* 173–200. Taipei: Dharma Drum Corporation, 2020.",salomon2020gandharan.pdf,18
allon2001ekottarikagama,"Allon, Glass, and Salomon. *Gāndhārī Ekottarikāgama.*","Allon, Glass, and Salomon",Three Gāndhārī Ekottarikāgama-Type Sūtras: British Library Kharoṣṭhi Fragments 12 and 14,book,"Allon, Mark, Andrew Glass, and Richard Salomon. *Three Gāndhārī Ekottarikāgama-Type Sūtras: British Library Kharoṣṭhi Fragments 12 and 14.* Gandhāran Buddhist Texts 2. Seattle, Wash.: University of Washington Press, 2001.",,
strauch2017daksinavibhanga,Strauch. “Dakṣiṇāvibhaṅga-Sūtra.”,Strauch,The Indic Versions of The Dakṣiṇāvibhaṅga-Sūtra,book section,"Strauch, Ingo. “The Indic Versions of The Dakṣiṇāvibhaṅga-Sūtra.” In *Research on the Madhyama-Āgama*, edited by Dhammadinnā, 327–73. Taipei: Dharma Drum Corporation, 2017.",strauch2017aksinavibhanga.pdf,47
nattier2010shizhu,Nattier. “Shizhu Duanjie Jing”,Nattier,Re-Evaluating Zhu Fonian’s Shizhu Duanjie Jing (T309): Translation or Forgery?,article,"Nattier, Jan. “Re-Evaluating Zhu Fonian’s Shizhu Duanjie Jing (T309): Translation or Forgery?” *Annual Report of the International Research Institute for Advanced Buddhology at Soka University 13* (2010): 231–58.",nattier2010shizhu.pdf,27
dessein2022katyayaniputra,Dessein. “Katyayaniputra.”,Dessein,Katyayaniputra and the Large Commentary (Mahavibhasa): The Development of Abhidharma Literature and of a Sarvastivada Self-Identity,book section,"Dessein, Bart. “Katyayaniputra and the Large Commentary (Mahavibhasa): The Development of Abhidharma Literature and of a Sarvastivada Self-Identity.” In *The Routledge Handbook of Indian Buddhist Philosophy,* 172–87. Routledge, 2022.
",,
li2003huiyuan,Li. “Huiyuan.”,"Li, Xingling",Translatiion and Transmission of Buddhist Concepts: The Influence of Abhidharma on Huiyuan 格義佛學的翻轉: 毗曇學對慧遠的啟發,article,"Li, Xingling 李幸玲. “Translatiion and Transmission of Buddhist Concepts: The Influence of Abhidharma on Huiyuan 格義佛學的翻轉: 毗曇學對慧遠的啟發.” 中華佛學研究= *Chung-Hwa Buddhist Studies*, no. 7 (2003): 89–134.",li2003huiyuan.pdf,46
willemen1975abhidharmahrdaya,Willemen. *Abhidharmahṛdaya.*,Willemen,The Essence of Metaphysics: Abhidharmahṛdaya,book,"Willemen, Charles. *The Essence of Metaphysics: Abhidharmahṛdaya.* Série Études et Textes 4. Bruxelles: Publications de l’Institut Belge des Hautes Études Bouddhiques, 1975.",,
watson1997vimalakirti,Watson. *Vimalakirti.*,Watson,The Vimalakirti Sutra,book,"Watson, Burton. *The Vimalakirti Sutra.* Translations from the Asian Classics. New York: Columbia University Press, 1997.",,
mcrae1998surangama,McRae. “Śuraṅgama.”,McRae,"The Śuraṅgama Samādhi Sūtra (Taishō Volume 15, Number 642)",book section,"McRae, John R. “The Śuraṅgama Samādhi Sūtra (Taishō Volume 15, Number 642).” In *The Pratupanna Samādhi Sūtra and The Śuraṅgama Samādhi Sūtra*, 111–208. BDK English Tripiṭaka Series. Berkeley: Numata Center for Buddhist Translation and Research, 1998. https://www.bdkamerica.org/product/the-pratyutpanna-samadhi-sutra-and-the-surangama-samadhi-sutra/.",,
inagaki1995pure,Inagaki and Stewart. *Pure Land.*,Inagaki and Stewart,The Three Pure Land Sutras,book,"Inagaki, Hisao, and Harold Stewart. *The Three Pure Land Sutras.* Berkeley: Numata Center for Buddhist Translation and Research, 1995. https://bdkamerica.org/product/the-three-pure-land-sutras/.",,
iida2016maitreya,"Iida, Shōtarō, and Jane Goldstone. “Maitreya.”",Iida and Goldstone,The Sutra That Expounds the Descent of Maitreya Buddha and His Enlightenment,book section,"Iida, Shōtarō, and Jane Goldstone. “The Sutra That Expounds the Descent of Maitreya Buddha and His Enlightenment.” In The Sutra That Expounds the Descent of Maitreya Buddha and His Enlightenment and The Sutra of Mañjuśrī’s Questions, 3–28. BDK English Tripiṭaka Series. Berkeley, CA: Bukkyō Dendō Kyōkai America, Inc., 2016. https://www.bdkamerica.org/product/the-sutra-that-expounds-the-descent-of-maitreya-buddha-and-his-enlightenment-and-the-sutra-of-manjusris-questions/.",,
liu2016vyakarana,Liu. “Maitreya Vyākaraṇa.”,Liu,An Improved Critical Edition of the Maitreya Vyākaraṇa in the Gilgit Manuscript,paper,"Liu, Zhen. “An Improved Critical Edition of the Maitreya Vyākaraṇa in the Gilgit Manuscript.” In *Sanskrit Manuscripts in China III. Proceedings of a Panel at the 2016 Beijing International Seminar on Tibetan Studies,* August, 1:163–82, 2020.",liu2016vyakarana.pdf,20
steinkellner.2016manuscripts,Steinkellner. “Sanskrit Manuscripts”,Steinkellner,"Sanskrit Manuscripts on Palm-Leaves, Paper and Birch-Bark in the TAR: What Now?",paper,"Steinkellner, Ernst. “Sanskrit Manuscripts on Palm-Leaves, Paper and Birch-Bark in the TAR: What Now?” In Sixth Beijing International Seminar on Tibetan Studies, 2:1–7, 2016.",steinkellner.2016manuscripts.pdf,7
saerji2020dasabhumikasutra,Saerji. “Daśabhūmikasūtra.” ,Saerji,Preliminary Studies on the Daśabhūmikasūtra: Focus on the Seventh Bhūmi,paper,"Saerji. “Preliminary Studies on the Daśabhūmikasūtra: Focus on the Seventh Bhūmi.” *Sanskrit Manuscripts in China III. Proceedings of a Panel at the 2016 Beijing International Seminar on Tibetan Studies,* August, 2020, 331–71.",saerji2020dasabhumikasutra.pdf,41
yonezawa2020vinayasutravrtti,Yonezawa. “Vinayasūtravṛtti.”,Yonezawa,Sanskrit Manuscripts of the Vinayasūtravṛtti-Abhidhāna-Svavyākhyāna,paper,"Yonezawa, Yoshiyasu. “Sanskrit Manuscripts of the Vinayasūtravṛtti-Abhidhāna-Svavyākhyāna.” Sanskrit Manuscripts in China III. Proceedings of a Panel at the 2016 Beijing International Seminar on Tibetan Studies, August, 2020, 445–55.",yonezawa2020vinayasutravrtti.pdf,11
conze1975wisdom,Conze. *Wisdom Books.*,Conze,Buddhist Wisdom Books: Containing the Diamond Sutra and the Heart Sutra,book,"Conze, Edward. *Buddhist Wisdom Books: Containing the Diamond Sutra and the Heart Sutra.* Second edition. London: Unwin Paperbacks, 1975. https://archive.org/details/buddhistwisdombo0000unse.",,
redpine2009diamond,Red Pine. *Diamond Sutra.*,Red Pine,The Diamond Sutra,book,"Red Pine. *The Diamond Sutra.* New York: Counterpoint, 2009.",,
kimura1986kumarajiva,Kimura. “Kumārajīva.”,Kimura,Kumarajū No Yakukyō 鳩摩羅什の訳経 (Kumārajīva’s Translations),article,"Kimura, Senshō 木村宣彰. “Kumarajū No Yakukyō 鳩摩羅什の訳経 (Kumārajīva’s Translations).” *Ōtani Daigaku Kenkyū Nenpō* 大谷大学研究年報 38 (1986): 59–135.",kimura1986kumarajiva.pdf,76
cleary2005bequeathed,Cleary. “Bequeathed Teaching.”,Cleary,The Bequeathed Teaching Sutra,book section,"Cleary, J.C. “The Bequeathed Teaching Sutra.” In *Apocryphal Scriptures,* 3–16. BDK English Tripiṭaka Series. Berkeley, CA: Numata Center for Buddhist Translation and Research, 2005. https://www.bdkamerica.org/product/apocryphal-scriptures/.",,
nakamura1987indian,Nakamura. *Indian Buddhism.*,Nakamura,Indian Buddhism: A Survey with Bibliographical Notes,book,"Nakamura, Hajime. *Indian Buddhism: A Survey with Bibliographical Notes.* Delhi: Motilal Banarsidass, 1987.",,
schuster1984yoga,Schuster. “Yoga-Master.”,Schuster,Yoga-Master Dharmamitra and Clerical Misogyny in Fifth Century Buddhism,article,"Schuster, Nancy. “Yoga-Master Dharmamitra and Clerical Misogyny in Fifth Century Buddhism.” *The Tibet Journal* 9, no. 4 (1984): 33–46.",,
funayama2006masquerading,Funayama. “Masquerading.”,Funayama,Masquerading as Translation: Examples of Chinese Lectures by Indian Scholar-Monks in the Six Dynasties Period,article,"Funayama, Toru. “Masquerading as Translation: Examples of Chinese Lectures by Indian Scholar-Monks in the Six Dynasties Period.” *Asia Major,* 2006, 39–55.",,
greene2021chan,Greene. *Chan.*,Greene,"Chan before Chan: Meditation, Repentance, and Visionary Experience in Chinese Buddhism",book,"Greene, Eric M. *Chan before Chan: Meditation, Repentance, and Visionary Experience in Chinese Buddhism.* Studies in East Asian Buddhism 28. Honolulu (Hawaii): University of Hawaiʻi Press, 2021.",,
nagarjuna2017treatise,"Nāgārjuna, and Kumārajīva. *Treatise.*","Nāgārjuna, and Kumārajīva",The Great Perfection of Wisdom Treatise,book,"Nāgārjuna, and Kumārajīva. *The Great Perfection of Wisdom Treatise.* Hacienda Heights, California: Fo Guang Shan international translation center, 2017.",,
lamotte1944traite,Lamotte. *Traité.*,Lamotte,Le Traité de La Grande Vertu de Sagesse de Nāgārjuna,book,"Lamotte, Étienne. *Le Traité de La Grande Vertu de Sagesse de Nāgārjuna.* 5 vols. Louvain: Bureau du Muséon, 1944. https://archive.org/details/EtienneLamotteLeTraiteDeLaGrandeVertuDeSagesseDeNagarjunaVol.I1944.",,
chou2004authorship,Chou. “Authorship.”,Chou,The Problem of the Authorship of the Mahāprajñāpāramitopadeśa: A Re-examination 重論《 大智度論》 的作者,article,"Chou, Po-kan 周伯戡. “重論《 大智度論》 的作者 (The Problem of the Authorship of the Mahāprajñāpāramitopadeśa: A Re-examination).” 臺大歷史學報= *Historical Inquiry,* no. 34 (2004): 281–327.",chou2004authorship.pdf,47
zacchetti2021dazhidulun,Zacchetti. *Da Zhidu Lun.*,Zacchetti,The Da Zhidu Lun 大智度論 (* Mahāprajñāpāramitopadeśa) and the History of the Larger Prajñāpāramitā: Patterns of Textual Variation in Mahāyāna Sūtra Literature,book,"Zacchetti, Stefano. *The Da Zhidu Lun 大智度論 (* Mahāprajñāpāramitopadeśa) and the History of the Larger Prajñāpāramitā: Patterns of Textual Variation in Mahāyāna Sūtra Literature.* Edited by Michael Radich and Jonathan Silk. Hamburg Buddhist Studies 14. Bochum: Numata Center for Buddhist Studies, 2021. https://www.buddhismuskunde.uni-hamburg.de/pdf/4-publikationen/hamburg-buddhist-studies/14-zacchetti.pdf.",,
sastri1978satyasiddhisastra,Sastri. *Satyasiddhiśāstra.*,Sastri,Satyasiddhiśāstra of Harivarman: English Translation,book,"Sastri, N. Aiyaswami. *Satyasiddhiśāstra of Harivarman: English Translation.* Baroda: Oriental Institute, Maharaja Sayajirao University, 1978. https://archive.org/details/104775752-satyasiddhisastra-of-harivarman.",,
sastri1975sanskrit,Sastri. *Sanskrit.*,Sastri,Satyasiddhiśāstra of Harivarman: Sanskrit Text,book,"Sastri, N. Aiyaswami. *Satyasiddhiśāstra of Harivarman: Sanskrit Text.* Baroda: Oriental Institute, Maharaja Sayajirao University, 1975.",,
rahder1956satyasiddhi,Rahder. “Satyasiddhi-Sastra.”,Rahder,Harivarman’s Satyasiddhi-Sastra,article,"Rahder, Johannes. “Harivarman’s Satyasiddhi-Sastra.” *Philosophy East and West* 5, no. 4 (1956): 348.",,
dharmamitra2019dasabhumika,Dharmamitra. *Daśabhūmika Vibhāṣā.*,Dharmamitra,Nāgārjuna’s Treatise on the Ten Bodhisattva Grounds: The Daśabhūmika Vibhāṣā,book,"Dharmamitra, Bhikshu. *Nāgārjuna’s Treatise on the Ten Bodhisattva Grounds: The Daśabhūmika Vibhāṣā.* Kalavinka Buddhist Classics 13b. Seattle, Washington: Kalavinka Press, 2019.",,
cheng1982twelve,Cheng. *Twelve Gate.*,Cheng,"Nāgārjuna’s Twelve Gate Treatise: Translated with Introductory Essays, Comments, and Notes",book,"Cheng, Hsueh-li. *Nāgārjuna’s Twelve Gate Treatise: Translated with Introductory Essays, Comments, and Notes.* Studies of Classical India Series, v. 5. Dordrecht: Springer Netherlands, 1982.",,
garfield1995mulamadhyamakakarika,Garfield. *Mūlamadhyamakakārikā.*,Garfield,The Fundamental Wisdom of the Middle Way: Nāgārjuna’s Mūlamadhyamakakārikā,book,"Garfield, Jay L. *The Fundamental Wisdom of the Middle Way: Nāgārjuna’s Mūlamadhyamakakārikā.* New York: Oxford University Press, 1995.",,
siderits_katsura2013middle,Siderits and Katsura. *Middle Way.*,Siderits and Katsura,Nāgārjuna’s Middle Way: Mūlamadhyamakākarikā,book,"Siderits, Mark, and Shōryū Katsura. *Nāgārjuna’s Middle Way: Mūlamadhyamakākarikā.* Classics of Indian Buddhism. Somerville (Mass.): Wisdom publ, 2013.",,
boltz_salomon1988kathinavastu,Boltz and Salomon. “Kaṭhinavastu.”,Boltz and Salomon,A New Fragment of the Kaṭhinavastu of the Sarvāstivādavinaya,article,"Boltz, Judith M, and Richard Salomon. “A New Fragment of the Kaṭhinavastu of the Sarvāstivādavinaya.” *Journal of the American Oriental Society,* 1988, 539–44.",boltz_salomon1988kathinavastu.pdf,5
hartmann2020agamas,Hartmann. “Āgamas.”,Hartmann,"Sanskrit Versions of the Āgamas: Schools, Regions and Editors.” In *Research on the Saṃyukta-Āgama",book section,"Hartmann, Jens-Uwe. “Sanskrit Versions of the Āgamas: Schools, Regions and Editors.” In *Research on the Saṃyukta-Āgama,* 359–86. Taipei: Dharma Drum Publishing Corporation, 2020.",,
vorobyova2000vinaya,Vorobyova. “Vinaya.”,Vorobyova,A Sanskrit Manuscript on Birch-Bark from Bairam-Ali: I. The Vinaya of the Sarvāstivādins (Part 5),article,"Vorobyova-Desyatovskaya, Margarita I. “A Sanskrit Manuscript on Birch-Bark from Bairam-Ali: I. The Vinaya of the Sarvāstivādins (Part 5).” *Manuscripta Orientalia* 6, no. 2 (2000): 10–16.",,
hartmann2002dīrghagama,Hartmann. “Dīrghāgama.”,Hartmann,Further Remarks on the New Manuscript of the Dīrghāgama,article,"Hartmann, Jens-Uwe. “Further Remarks on the New Manuscript of the Dīrghāgama.” 国際仏教学大学院大学研究紀要 Journal of the International College for Advanced Buddhist Studies, no. 5 (2002): 133–50.",hartmann2002dīrghagama.pdf,18
disimone2020dirghagama,DiSimone. “Dīrghāgama.”,DiSimone,A Brief Introduction to the Mūlasarvāstivāda Dīrghāgama Manuscript from Gilgit,article,"DiSimone, Charles. “A Brief Introduction to the Mūlasarvāstivāda Dīrghāgama Manuscript from Gilgit.” *Academia Letters,* 2020.",disimone2020dirghagama.pdf,
wille2005turfan,Wille. “Turfan Collection.”,Wille,Survey of the Sanskrit Manuscripts in the Turfan Collection,paper,"Wille, Klaus. “Survey of the Sanskrit Manuscripts in the Turfan Collection.” In *A Workshop on Digitalisierung Der Chinesischen, Tibetischen, Syrischen Und Sanskrit-Texte Der Berliner Turfansammlung,* Berlin, 2005.",,
nanatusita2018pratimoksasutra,Ñāṇatusita. “Prātimokṣasūtra.”,Ñāṇatusita,The Lavrov Collection Prātimokṣasūtra,article,"Ñāṇatusita, Bhikkhu. “The Lavrov Collection Prātimokṣasūtra.” *Journal of Buddhist Studies*, 2018, 111–26.",nanatusita2018pratimoksasutra.pdf,15
kazuo2016manuscripts,Kazuo. “Sanskrit Manuscripts.”,Kazuo,The Transmission of Sanskrit Manuscripts from India to Tibet: The Case of a Manuscript Collection in the Possession of Atiśa Dīpaṃkaraśrījnāna (980–1054),book section,"Kazuo, Kano. “The Transmission of Sanskrit Manuscripts from India to Tibet: The Case of a Manuscript Collection in the Possession of Atiśa Dīpaṃkaraśrījnāna (980–1054).” In *Transfer of Buddhism Across Central Asian Networks (7th to 13th Centuries),* 82–117. Brill, 2016.",kazuo2016manuscripts.pdf,35
strauch2008bajaur,Strauch. “Bajaur Collection.”,Strauch,The Bajaur Collection - A New Collection of Kharoṣṭhī Manuscripts: A Preliminary Catalogue and Survey,document,"Strauch, Ingo. “The Bajaur Collection - A New Collection of Kharoṣṭhī Manuscripts: A Preliminary Catalogue and Survey.” Gretil e-library, 2008. http://resolver.sub.uni-goettingen.de/purl/?gr_elib-273.",strauch2008bajaur.pdf,75
schlosser2016bajaur,Schlosser and Strauch. “Bajaur.”,Schlosser and Strauch,The Bajaur Mahāyāna Sūtra: A Preliminary Analysis of Its Contents,article,"Schlosser, Andrea, and Ingo Strauch. “The Bajaur Mahāyāna Sūtra: A Preliminary Analysis of Its Contents.” *Journal of the International Association of Buddhist Studies* 39 (2016): 309–35.",schlosser2016bajaur.pdf,17
