term,term_introduced_by,valid_terminology,hanyu_pinyin,translation_type,english_equivalent,sanskrit_equivalent,old_chinese,later_han,middle_chinese,notes,document_frequency,error,validation
慳嫉結,Buddhabhadra,True,qiān jí jié,Semantic,fetters of miserliness and envy,mātsarya-īrṣyā-saṃyojana,?,?,?,"This term refers to the two mental defilements of miserliness (mātsarya) and envy (īrṣyā) which act as 'fetters' (saṃyojana), binding beings to cyclic existence (saṃsāra).",2,,
如相迴向,Buddhabhadra,True,rú xiàng huí xiàng,Semantic,transference of merits in accordance with reality; dedication of merits in conformity with thusness,yathābhūta-pariṇāmanā,?,?,nyu sjangh hwaj hwjangh,"This term refers to the practice of dedicating merits to all sentient beings for their enlightenment, performed with a mind that understands the emptiness of self, phenomena, and the merits themselves. It's a crucial aspect of Bodhisattva practice in Mahayana Buddhism, emphasizing that the act of transference (pariṇāmanā) is done in accordance with the true nature of reality (yathābhūta or tathatā), meaning with wisdom and compassion, free from attachment to the concept of a 'self' performing the action or 'merit' being accumulated.",2,,
離害,Buddhabhadra,True,lí hài,Semantic,freedom from harm,nirdaṇḍa,?,?,?,"Refers to the state of being free from harm, injury, or suffering. It is a general concept found in Buddhist teachings, rather than a specific technical term. It can also be related to avyābādha (non-injury, harmlessness).",2,,
離癡智,Buddhabhadra,True,lí chī zhì,Semantic,wisdom free from delusion; wisdom that abandons delusion,vimoha-jñāna,,,,"This term refers to a specific type of wisdom (jñāna) that has overcome or is entirely free from delusion (moha). It signifies the attainment of clear insight unclouded by ignorance, often associated with advanced stages of spiritual development in Buddhism, such as arhatship.",2,,
嚴淨一切佛剎,Buddhabhadra,True,Yánjìng yīqiè fóchà,Mixed,To adorn and purify all Buddha-lands; the adornment and purification of all Buddha-fields,sarva-buddhakṣetra-vyavadāna; sarva-buddhakṣetra-pariśuddhi-alaṃkāra,,,,"This phrase describes the activity of Buddhas and Bodhisattvas in purifying and beautifying their respective Buddha-fields (worlds) for the sake of liberating sentient beings. It is a fundamental concept in Mahayana Buddhism, particularly in Pure Land teachings and the Avataṃsaka Sūtra. The term '佛剎' (fóchà) itself is a mixed translation, combining '佛' (Buddha, treated as transliteration in the provided definition context) and '剎' (chà, transliteration of kṣetra 'field/land').",2,,
閻羅王處,Buddhabhadra,True,Yánluówángchù,Mixed,Abode of Yama King,Yama-rāja-sthāna,?,?,?,"閻羅王 (Yama-rāja) is the King of Hell in Buddhist cosmology, and 處 means 'place' or 'abode'. The term refers to the realm or dwelling place of Yama King, often equated with the hell realms.",2,,
功德福田,Buddhabhadra,True,gōngdé fútián,Semantic,field of merit; field of blessedness,puṇyakṣetra,?,?,?,"This term refers to a 'field' where good deeds are 'sown' to yield merit and blessings. The primary fields of merit are the Three Jewels (Buddha, Dharma, Sangha), particularly the Sangha, as supporting them is believed to generate immense merit. It can also refer to those in need, such as the poor or sick, where acts of compassion become a field for cultivating merit.",2,,
如來慧日,Buddhabhadra,True,rú lái huì rì,Semantic,Sun of the Tathāgata's wisdom,Tathāgata-prajñā-sūrya,,,,"This term is a metaphor comparing the boundless wisdom of a Buddha (Tathāgata) to the sun. Just as the sun dispels darkness, the Buddha's wisdom dispels the darkness of ignorance (avidyā) for all sentient beings, illuminating the path to enlightenment.",2,,
清淨法輪,Buddhabhadra,True,qīngjìng fǎlún,Semantic,Pure Dharma Wheel; Undefiled Wheel of Dharma,viśuddha-dharmacakra,,,,"Refers to the undefiled teachings of the Buddha, often associated with the turning of the Dharma wheel by a Buddha or Bodhisattva, symbolizing the propagation of the pure doctrine.",4,,
義身,Buddhabhadra,True,Yìshēn,Semantic,Body of meaning; body of principle; Dharmakāya (in some contexts),dharmakāya,,,,"'義身' literally translates to 'body of meaning' or 'body of principle/righteousness'. In Buddhist terminology, it refers to the noumenal or spiritual body of a Buddha, representing the truth and principles of the Dharma. It is often used in relation to the Dharmakāya.",2,,
毛道,Buddhabhadra,True,máodào,Semantic,Heretical path; worldly path; superficial path,mithyā-mārga,,,,"This term is a Chinese designation used in Buddhist texts to refer to non-Buddhist, often materialistic or hedonistic, philosophies and practices, such as the Lokāyata (Cārvāka) school in ancient India. It metaphorically describes a path as 'hairy' or 'downy,' implying it is superficial, worldly, or lacking true spiritual insight.",3,,
半月,Buddhabhadra,False,bànyuè,Generic phrase,half moon,ardhacandra,?,?,?,"The term '半月' literally means ""half moon"" or ""half month"" (fortnight). While it may appear in Buddhist texts descriptively, for example, referring to the ardhacandra-mudrā (half-moon gesture) or a period for monastic observances (half a month), it is not considered a specific Buddhist technical term, idiom, or concept in itself. It is a generic descriptive phrase.",2,,
眾生種類,Buddhabhadra,True,zhòng shēng zhǒng lèi,Semantic,types of sentient beings,sattva-jāti,,,,"This term refers to the classification or different categories of sentient beings, as discussed in Buddhist cosmology and teachings (e.g., the six realms of existence, the four kinds of birth).",2,,
清淨性,Buddhabhadra,True,Qīngjìng xìng,Semantic,pure nature; purity; state of purity,viśuddhi; pariśuddhi,?,?,?,"Refers to the inherent pure nature of phenomena or the mind, free from defilements (kleśa). It can also denote the state of having achieved such purity.",3,,
法界智,Buddhabhadra,True,fǎjièzhì,Semantic,wisdom of the Dharma-realm,dharmadhātujñāna,,,,"One of the five kinds of wisdom (pañca-jñānāni) in Esoteric Buddhism, specifically the wisdom that perceives the Dharmadhātu (Dharma-realm) as it is, without any obstruction or duality. It is associated with the Dharmakāya.",2,,
無所有智,Buddhabhadra,True,wú suǒyǒu zhì,Semantic,Knowledge of nothingness; Knowledge of non-possession,ākiñcanyāyatana-jñāna,,,,"This term refers to the wisdom or knowledge attained regarding the non-existence of anything substantial, particularly in the context of the ākiñcanyāyatana (realm of nothingness), one of the four formless realms. It is often counted among the ten kinds of knowledge (dasajñānāni) in some Buddhist traditions.",3,,
菩薩行門,Buddhabhadra,True,púsà xíngmén,Mixed,Bodhisattva practices,bodhisattvacaryā,?,?,?,"菩薩 (púsà) is a transliteration of Bodhisattva. 行門 (xíngmén) semantically translates to 'gate of practice' or 'way of practice,' referring to the various practices, disciplines, and methods undertaken by a Bodhisattva on their path to enlightenment for the benefit of all sentient beings.",2,,
平等智慧,Buddhabhadra,True,píngděng zhìhuì,Semantic,Wisdom of equality; equal wisdom; wisdom of sameness,samatā-jñāna,,,,"This term refers to the wisdom that perceives all phenomena as being equal in their ultimate nature, devoid of distinguishing characteristics. It is one of the Five Wisdoms (五智, pañca-jñāna) in Mahāyāna Buddhism, particularly associated with the mind of a Buddha, where all sentient beings and phenomena are seen as fundamentally identical and interconnected.",3,,
智慧等,Buddhabhadra,True,zhì huì děng,Semantic,"Wisdom, etc.; Wisdom and so forth",prajñā-ādayaḥ; prajñādi,,,,"This term refers to wisdom (prajñā) and other associated spiritual qualities or perfections, often used when listing a set of virtues, with wisdom being the primary one.",2,,
勝妙心,Buddhabhadra,True,shèngmiàoxīn,Semantic,Supreme and subtle mind; excellent and wonderful mind,praṇīta-citta,,,,"Refers to a superior, excellent, and subtle mind, often associated with the enlightened mind of a Buddha or Bodhisattva, characterized by purity, profundity, and freedom from defilements. It signifies a mind that has transcended ordinary mental states.",2,,
智慧幢,Buddhabhadra,True,zhìhuì chuáng,Semantic,Banner of wisdom; Wisdom banner,Prajñādhvaja,,,,"This term refers to a symbolic banner representing wisdom, often associated with Buddhist deities or the Dharma itself. It signifies the triumph of wisdom over ignorance and the victory of Buddhist teachings.",3,,
清淨菩提,Buddhabhadra,True,Qīngjìng Pútí,Mixed,Pure Bodhi; Pure Enlightenment,viśuddha bodhi; śuddha bodhi,?,?,?,"清淨 (qīngjìng) is a semantic translation meaning 'pure' or 'clean'. 菩提 (pútí) is a transliteration of the Sanskrit word 'bodhi', meaning 'enlightenment' or 'awakening'. The term refers to a state of enlightenment that is pure, undefiled, and untainted by defilements.",2,,
決定智慧,Buddhabhadra,True,juédìng zhìhuì,Semantic,decisive wisdom,niścaya-jñāna,?,?,?,"Refers to a firm, unwavering, and definite wisdom that is free from doubt and has resolved all uncertainties. It signifies a complete and decisive understanding of the truth, often associated with the wisdom of enlightened beings.",2,,
如來化身,Buddhabhadra,True,Rúlái huàshēn,Semantic,Transformation body of the Tathāgata; Manifestation body of the Tathāgata,Tathāgata-nirmāṇakāya,,,,"This term refers to the nirmāṇakāya, or transformation body, of a Tathāgata (Buddha), which is one of the three bodies (Trikāya) of a Buddha. It is the physical manifestation of a Buddha that appears in the world to teach and guide sentient beings.",2,,
法如是故,Buddhabhadra,True,fǎ rú shì gù,Semantic,Because the Dharma is thus; Because phenomena are like this,dharmaḥ tathā hi,,,,"This is a descriptive clause commonly found in Buddhist texts to explain the inherent nature or condition of the Dharma or phenomena, indicating that things are as they are for a particular reason or simply 'thus'.",2,,
十地品,Buddhabhadra,True,Shídìpǐn,Semantic,Chapter on the Ten Stages,Daśabhūmikaparivarta,?,?,?,"This term refers to a chapter or section in Buddhist scriptures, particularly the Daśabhūmika-sūtra (十地經) which is often incorporated as a chapter (품) within the larger Avataṃsaka-sūtra. It details the ten stages (bhūmi) that a Bodhisattva must traverse on the path to Buddhahood.",4,,
德藏菩薩,Buddhabhadra,True,dé zàng pú sà,Mixed,Virtue-Treasury Bodhisattva,Guṇagarbha Bodhisattva,?,?,?,"德藏菩薩 (Dézàng Púsà) is a Bodhisattva name meaning 'Virtue-Treasury Bodhisattva'. '德藏' (virtue-treasury) is a semantic translation, while '菩薩' (Bodhisattva) is a transliteration of Bodhisattva (菩提薩埵).",2,,
智慧地,Buddhabhadra,True,zhìhuìdì,Semantic,wisdom ground; stage of wisdom; wisdom level,prajñābhūmi,,,,"This term refers to a specific stage or level of spiritual development, particularly within the bodhisattva path (bhūmi), where wisdom (prajñā) is fully realized or plays a crucial role.",2,,
無上身,Buddhabhadra,False,wú shàng shēn,Partial term,unsurpassed body,,?,?,?,"While the phrase '無上身' (unsurpassed body) appears in Buddhist texts, it is used descriptively to refer to the supreme body of a Buddha or Bodhisattva, rather than being a distinct, named Buddhist term or specific doctrinal concept (like the Dharmakāya or Sambhogakāya). Thus, it is considered a partial term or descriptive phrase rather than a valid, standalone Buddhist terminology.",2,,
智功德,Buddhabhadra,True,zhì gōng dé,Semantic,Merit of wisdom; virtuous qualities of wisdom,jñānaguṇa,?,?,?,"The term combines '智' (zhì), meaning wisdom or knowledge, with '功德' (gōngdé), meaning merit or virtuous qualities. Together, it refers to the meritorious or virtuous qualities that are inherent in or arise from wisdom.",4,,
硨磲,Buddhabhadra,True,chēqú,Semantic,Tridacna shell,śukti,,,,"One of the Seven Treasures (七寶) in Buddhism. It refers to the shell of the giant clam (Tridacna gigas), often valued for its white, pearly appearance.",2,,
珂貝,Buddhabhadra,False,kē bèi,Partial term,Jade-like stone and shells,,,,,The term '珂貝' (kē bèi) is not recognized as standard Buddhist terminology. It literally translates to 'jade-like stone and shells' and generally refers to precious or decorative objects or valuables.,2,,
教化眾生法,Buddhabhadra,True,jiàohuà zhòngshēng fǎ,Semantic,the Dharma/method of educating and transforming sentient beings,sattvānugraha-dharma,,,,"This term describes the various skillful means (upāya) employed by Buddhas and bodhisattvas to guide sentient beings towards enlightenment, leading them away from suffering and towards liberation.",2,,
