term,term_introduced_by,document_frequency
出家者,Kumārajīva,129
佛相,Kumārajīva and Xiao Yaoyuan,129
瑞應,Lokakṣema,129
取證,Mokṣala,129
名身,Sajghabhūti and Zhu Fonian,129
惡鬼,Sajghabhūti and Zhu Fonian,129
明行成,Zhi Qian,129
五濁,Zhi Qian,129
明行足,Zhi Qian,129
法意,Zhi Qian,129
樂善,Dharmakṣema,130
諸緣,Dharmakṣema,130
五體,Dharmarakṣa,130
調戲,Dharmarakṣa,130
度脫眾生,Dharmarakṣa,130
黠慧,Dharmarakṣa,130
聖弟子,Dharmarakṣa,130
不護,Kumārajīva,130
僧忍,Kumārajīva,130
寶華,Kumārajīva,130
死生,Lokakṣema,130
野馬,Lokakṣema,130
法語,Lokakṣema,130
四部眾,Mokṣala,130
亂意,Mokṣala,130
道見,Mokṣala,130
心心數法,Sajghabhūti and Zhu Fonian,130
他心智,Sajghabhūti and Zhu Fonian,130
止息,Saṃghadeva,130
命盡,Saṃghadeva,130
作業,Saṃghadeva,130
無力,Zhi Qian,130
六反,anonymous,130
不想,An Shigao,131
眼根,An Shigao,131
色想,An Shigao,131
身入,An Shigao,131
不淨觀,An Shigao,131
盡滅,An Shigao,131
敷座,Buddhayaśas,131
合集,Dharmanandi and Zhu Fonian,131
天及人,Dharmanandi and Zhu Fonian,131
禪定智慧,Dharmarakṣa,131
菩薩大士,Dharmarakṣa,131
無懈,Dharmarakṣa,131
結縛,Dharmarakṣa,131
療治,"Guṇabhadra, Baoyun, Puti, and Fayong",131
上生,Juqu,131
行頭陀,Kumārajīva,131
生著,Kumārajīva,131
滅後,Kumārajīva,131
諸邪見,Kumārajīva and Xiao Yaoyuan,131
無出,Kumārajīva and Xiao Yaoyuan,131
須陀洹道,Lokakṣema,131
佛三昧,Mokṣala,131
計我,Sajghabhūti and Zhu Fonian,131
獲得,Saṃghadeva,131
呪願,Zhi Yao,131
出現於世,Zhu Fonian,131
契,anonymous,131
還來,anonymous,131
得成佛,anonymous,131
無放,Dharmakṣema,132
我語,Dharmakṣema,132
愛心,Dharmanandi and Zhu Fonian,132
無觀,Dharmanandi and Zhu Fonian,132
大施,Dharmarakṣa,132
法教化,Dharmarakṣa,132
遊觀,Dharmarakṣa,132
信施,Dharmarakṣa,132
菩薩學,Dharmarakṣa,132
無量世界,Dharmarakṣa,132
諸賢聖,Kumārajīva,132
變異,Kumārajīva,132
繫心,Kumārajīva,132
辟支佛地,Lokakṣema,132
泥犁,Lokakṣema,132
沙門果,Sajghabhūti and Zhu Fonian,132
永滅,Sajghabhūti and Zhu Fonian,132
有對,Sajghabhūti and Zhu Fonian,132
無怨,Saṃghadeva,132
善分別,Saṅghabhadra,132
甘露法,Vighna and Zhi Qian,132
異道,Yan Fotiao and An Xuan,132
虛偽,Zhi Qian,132
無壞,Zhu Fonian,132
法想,An Shigao,133
值遇,Buddhabhadra,133
德無量,Buddhabhadra,133
法無常,Dharmakṣema,133
愍心,Dharmakṣema,133
貪恚癡,Dharmarakṣa,133
淨修梵行,Dharmarakṣa,133
車璩,Dharmarakṣa,133
二行,Dharmarakṣa,133
入聚落,Faxian,133
美食,Faxian,133
恭敬尊重,"Guṇabhadra, Baoyun, Puti, and Fayong",133
尊貴,Kumārajīva,133
我觀,Kumārajīva,133
娑婆,Kumārajīva and Xiao Yaoyuan,133
三昧正受,Lokakṣema,133
弟子眾,Mokṣala,133
無所作,Mokṣala,133
眾生淨,Saṃghadeva,133
非非想,Saṅghavarman,133
十二部經,Vighna and Zhi Qian,133
佛正法,Zhi Qian,133
甚深法,Zhu Fonian,133
一切世界,Buddhabhadra,134
帳,Buddhayaśas,134
緣名,Daotai and Buddhavarman,134
盡形壽,Dharmanandi and Zhu Fonian,134
官屬,Dharmarakṣa,134
眼色,Dharmarakṣa,134
眾生根,Dharmarakṣa,134
童女,Dharmarakṣa,134
法利,Dharmarakṣa,134
非我所,Dharmarakṣa,134
須彌山王,Dharmarakṣa,134
正語,Dharmarakṣa,134
鞭,"Guṇabhadra, Baoyun, Puti, and Fayong",134
敬重,Guṇavarman,134
為福,Kang Mengxiang,134
道法御,Kang Mengxiang,134
不惱,Kumārajīva,134
諸地,Kumārajīva,134
解脫如,Kumārajīva,134
口行,Lokakṣema,134
五趣,Mokṣala,134
業果,Saṃghadeva,134
惡言,Vighna and Zhi Qian,134
法服,Yan Fotiao and An Xuan,134
學佛,Yan Fotiao and An Xuan,134
沫,An Shigao,135
諛諂,An Shigao,135
上行,Buddhabhadra,135
首陀,Buddhayaśas,135
施時,Buddhayaśas,135
界繫,Daotai and Buddhavarman,135
眉間,Dharmarakṣa,135
不增不減,Dharmarakṣa,135
悕望,Dharmarakṣa,135
象王,Dharmarakṣa,135
無生忍,Dharmarakṣa,135
寶樹,Dharmarakṣa,135
歸佛,Kang Mengxiang,135
見行,Kumārajīva,135
惡邪,Kumārajīva,135
受眾,Kumārajīva,135
禪定智,Kumārajīva,135
法緣,Kumārajīva,135
好色,Kumārajīva,135
四維上下,Kumārajīva and Xiao Yaoyuan,135
善權方便,Lokakṣema,135
佛力,Lokakṣema,135
三處,Lokakṣema,135
諸法性,Mokṣala,135
作佛事,Mokṣala,135
離生死,Sajghabhūti and Zhu Fonian,135
不繫,Sajghabhūti and Zhu Fonian,135
厭患,Sajghabhūti and Zhu Fonian,135
林樹,Saṅghavarman,135
經道,Vighna and Zhi Qian,135
正思,Yan Fotiao and An Xuan,135
名眾,anonymous,135
惡名,anonymous,135
法御天人師,anonymous,135
愛盡,An Shigao,136
受化,Buddhayaśas,136
菴,Dharmakṣema,136
堅牢,Dharmanandi and Zhu Fonian,136
心等,Dharmarakṣa,136
兜術,Dharmarakṣa,136
無識,Dharmarakṣa,136
妙寶,Dharmarakṣa,136
志願,Dharmarakṣa,136
三昧起,Dharmarakṣa,136
聖慧,Dharmarakṣa,136
無動,Dharmarakṣa,136
相無相,"Guṇabhadra, Baoyun, Puti, and Fayong",136
法衣,Kang Mengxiang,136
善住,Kumārajīva,136
頂禮,Kumārajīva,136
念行,Lokakṣema,136
種性,Mokṣala,136
在有,Sajghabhūti and Zhu Fonian,136
善見,Saṃghadeva,136
不善業,Saṃghadeva,136
淨水,anonymous,136
世眾,anonymous,136
流水,An Shigao,137
億那由他,Buddhabhadra,137
不可壞,Buddhabhadra,137
諸尊,Buddhayaśas,137
觀色,Daotai and Buddhavarman,137
歸趣,Dharmarakṣa,137
大心,Dharmarakṣa,137
念生,Dharmarakṣa,137
良醫,Dharmarakṣa,137
法味,Dharmarakṣa,137
諸法本,Kang Senghui,137
離心,Kumārajīva,137
婬女,Kumārajīva,137
生分,Kumārajīva,137
三分,Kumārajīva,137
空有,Kumārajīva,137
難知,Kumārajīva and Xiao Yaoyuan,137
本生,Kumārajīva and Xiao Yaoyuan,137
欲相,Kumārajīva and Xiao Yaoyuan,137
智慧力,Lokakṣema,137
往生,Lokakṣema,137
無義,Mokṣala,137
無所有處,Saṃghadeva,137
空等,Zhi Qian,137
生盡,Zhi Qian,137
法化,Zhi Qian,137
王位,"Zhu Daosheng, Shi Huiyan, and Buddhajīva",137
師教,"Zhu Daosheng, Shi Huiyan, and Buddhajīva",137
豪貴,Zhu Fonian,137
不施,Zhu Fonian,137
無利,anonymous,137
伏魔,anonymous,137
十二入,An Shigao,138
慧行,An Shigao,138
施行,Buddhabhadra,138
迴轉,Daotai and Buddhavarman,138
第二禪,Dharmarakṣa,138
佛說經,Fa Ju and Fa Li,138
王家,Faxian,138
想分別,Kumārajīva,138
經書,Kumārajīva,138
來還,Kumārajīva,138
波羅夷,Kumārajīva,138
事業,Kumārajīva,138
佛坐,Lokakṣema,138
我無我,Mokṣala,138
永斷,Saṃghadeva,138
正業,Yan Fotiao and An Xuan,138
諸陰,Yan Fotiao and An Xuan,138
大哀,Zhi Qian,138
生死苦,Zhi Yao,138
善意,An Shigao,139
眾生欲,Buddhabhadra,139
三十二相八十種好,Dharmarakṣa,139
塵離垢,Dharmarakṣa,139
麤,"Guṇabhadra, Baoyun, Puti, and Fayong",139
相生,"Guṇabhadra, Baoyun, Puti, and Fayong",139
應修,Kumārajīva,139
命者,Kumārajīva and Xiao Yaoyuan,139
名香,Mokṣala,139
道慧,Mokṣala,139
遠塵離垢,Mokṣala,139
讚佛,Sajghabhūti and Zhu Fonian,139
來往,Sajghabhūti and Zhu Fonian,139
得其便,Saṃghadeva,139
芭蕉,Zhi Qian,139
四無量心,Zhu Fonian,139
我相,Zhu Fonian,139
百八,anonymous,139
信根,An Shigao,140
心心數,Daotai and Buddhavarman,140
所觀,Daotai and Buddhavarman,140
疑者,Dharmarakṣa,140
無本,Dharmarakṣa,140
觀佛,Dharmarakṣa,140
音樂,Dharmarakṣa,140
上坐,Fa Ju and Fa Li,140
受用,Faxian,140
不得自在,Kiṅkara and Tanyao,140
無患,Kumārajīva,140
生緣,Kumārajīva,140
病比丘,Kumārajīva,140
六群比丘,Kumārajīva,140
不如法,Kumārajīva,140
安立,Kumārajīva,140
憶想,Kumārajīva,140
現在世,Kumārajīva and Xiao Yaoyuan,140
天華,Lokakṣema,140
十惡,Lokakṣema,140
護念,Mokṣala,140
行苦,Sajghabhūti and Zhu Fonian,140
得心,Saṃghadeva,140
苦法,Saṃghadeva,140
大迦葉,Zhi Qian,140
沮壞,Zhu Fonian,140
城郭,Zhu Fonian,140
淨居,Zhu Fonian and Buddhapalita,140
塚間,An Shigao,141
王法,Buddhabhadra,141
羅婆,Buddhabhadra,141
六群,Buddhayaśas,141
善分,Daotai and Buddhavarman,141
中善,Dharmanandi and Zhu Fonian,141
多欲,Dharmarakṣa,141
青蓮,Dharmarakṣa,141
諸想,Dharmarakṣa,141
解脫知見,Dharmarakṣa,141
慧心,Dharmarakṣa,141
五眾,Kumārajīva,141
無方,Kumārajīva,141
自利,Kumārajīva and Xiao Yaoyuan,141
無所從生,Lokakṣema,141
賢劫,Lokakṣema,141
三昧門,Lokakṣema,141
淨不淨,Mokṣala,141
相空,Mokṣala,141
沙門釋子,Sajghabhūti and Zhu Fonian,141
罪人,Sajghabhūti and Zhu Fonian,141
生地獄,Saṅghavarman and Baoyun,141
禪思,Zhi Qian,141
命根,An Shigao,142
婆提,Buddhayaśas,142
戒清淨,Dharmarakṣa,142
梵行者,Dharmarakṣa,142
四王,Dharmarakṣa,142
法處,Dharmarakṣa,142
偈頌,Dharmarakṣa,142
華鬘,Dharmarakṣa,142
作因,Guṇavarman,142
三尊,Kang Mengxiang,142
書寫,Kumārajīva,142
端嚴,Kumārajīva,142
鉢羅,Kumārajīva,142
不斷絕,Kumārajīva,142
一切法如,Kumārajīva,142
行眾,Kumārajīva,142
薩婆若,Kumārajīva and Xiao Yaoyuan,142
無有量,Kumārajīva and Xiao Yaoyuan,142
魔事,Lokakṣema,142
八道,Lokakṣema,142
大龍,Mokṣala,142
補處,Mokṣala,142
無樂,Mokṣala,142
起滅,Mokṣala,142
有小,Saṃghadeva,142
眾祐,Yan Fotiao and An Xuan,142
自娛樂,Zhu Fonian,142
七覺意,An Shigao,143
盡法,An Shigao,143
綺語,An Shigao,143
算數,Buddhabhadra,143
善有,Dharmakṣema,143
苦滅,Dharmarakṣa,143
篤信,Dharmarakṣa,143
音響,Dharmarakṣa,143
有限,Fa Ju,143
法正,Faxian,143
默然受,Kumārajīva,143
見相,Kumārajīva,143
一切善法,Kumārajīva,143
樂著,Kumārajīva,143
稱讚,Kumārajīva,143
藥草,Kumārajīva,143
魔天,Lokakṣema,143
六事,Lokakṣema,143
無愛,Saṃghadeva,143
得智慧,Saṃghadeva,143
裸形,Zhu Fonian,143
瓦石,Zhu Fonian,143
惡意,An Shigao,144
精進力,An Shigao,144
我弟子,Buddhayaśas and Zhu Fonian,144
欲盡,Dharmarakṣa,144
識身,Dharmarakṣa,144
愍念,Dharmarakṣa,144
無依,Dharmarakṣa,144
兜率天,Dharmarakṣa,144
三解脫,Fa Ju and Fa Li,144
說道,"Guṇabhadra, Baoyun, Puti, and Fayong",144
貪心,Kang Mengxiang,144
得道者,Kang Mengxiang,144
著我,Kumārajīva,144
過患,Kumārajīva,144
衍,Lokakṣema,144
邊地,Lokakṣema,144
常想,Mokṣala,144
護身,Saṃghadeva,144
諂曲,Saṃghadeva,144
行足,Saṅghabhadra,144
行淨,Zhi Qian,144
無上正真之道,Zhi Qian,144
僧聽,Buddhayaśas,145
痒,Dharmarakṣa,145
菩薩時,Dharmarakṣa,145
璩,Kumārajīva,145
疑悔,Kumārajīva,145
鎖,Kumārajīva and Xiao Yaoyuan,145
作相,Kumārajīva and Xiao Yaoyuan,145
無名,Lokakṣema,145
佛乘,Mokṣala,145
行施,Mokṣala,145
聲聞乘,Mokṣala,145
所纏,Saṃghadeva,145
如意足,Saṃghadeva,145
正命,Yan Fotiao and An Xuan,145
無性,Zhi Qian,145
地大,Zhu Fonian,145
常相,Zhu Fonian,145
菩提道,Zhu Fonian,145
十法,Dharmanandi and Zhu Fonian,146
四無礙,Dharmarakṣa,146
共諍,Faxian,146
勝妙,"Guṇabhadra, Baoyun, Puti, and Fayong",146
智慧者,"Guṇabhadra, Baoyun, Puti, and Fayong",146
攝心,Kang Mengxiang,146
來處,Kumārajīva,146
常無常,Lokakṣema,146
被服,Lokakṣema,146
有漏無漏,Mokṣala,146
魔波旬,Mokṣala,146
五神通,Mokṣala,146
癰,Saṃghadeva,146
敗壞,Saṅghabhadra,146
心寂,"Zhu Daosheng, Shi Huiyan, and Buddhajīva",146
歡樂,Zhu Fonian,146
無有法,Zhu Fonian,146
剝,Buddhabhadra,147
再三,Buddhabhadra,147
光明普照,Dharmakṣema,147
阿練若,Dharmanandi and Zhu Fonian,147
諸天龍神,Dharmarakṣa,147
永盡,Dharmarakṣa,147
大身,Dharmarakṣa,147
著法,Dharmarakṣa,147
一切功德,Kumārajīva,147
無量苦,Kumārajīva,147
下人,Kumārajīva and Xiao Yaoyuan,147
無空,Lokakṣema,147
色法,Mokṣala,147
等智,Sajghabhūti and Zhu Fonian,147
掉,Saṃghadeva,147
所思,Saṃghadeva,147
度生死,Vighna and Zhi Qian,147
寶蓋,Zhi Qian,147
三世諸佛,Zhu Fonian,147
生性,anonymous,147
愚者,An Shigao,148
戒法,An Shigao,148
初夜,Buddhayaśas,148
得空,Dharmakṣema,148
論者,Dharmakṣema,148
安處,Dharmarakṣa,148
觀時,Dharmarakṣa,148
說經法,Dharmarakṣa,148
大寶,Fa Ju and Fa Li,148
非實,"Guṇabhadra, Baoyun, Puti, and Fayong",148
一切眾生心,Kumārajīva,148
戲論,Kumārajīva and Xiao Yaoyuan,148
耳鼻舌身意,Kumārajīva and Xiao Yaoyuan,148
聽聞,Kumārajīva and Xiao Yaoyuan,148
報恩,Lokakṣema,148
過去佛,Lokakṣema,148
佛智慧,Lokakṣema,148
本性,Zhi Qian,148
道諦,Zhi Qian,148
疑網,Zhi Yao,148
如幻化,Zhu Fonian,148
十二部,Zhu Fonian and Buddhapalita,148
斷煩惱,Daotai and Buddhavarman,149
僧伽提婆,Dharmanandi and Zhu Fonian,149
尊者舍利弗,Dharmanandi and Zhu Fonian,149
發無上正真道意,Dharmarakṣa,149
百劫,Dharmarakṣa,149
僧伽梨,Dharmarakṣa,149
長跪叉手,Dharmarakṣa,149
脂,Faxian,149
實智,Kumārajīva,149
革屣,Kumārajīva,149
布薩,Kumārajīva,149
佛意,Lokakṣema,149
今世後世,Lokakṣema,149
發道,Zhi Qian,149
玉女,Zhi Qian,149
四人,An Shigao,150
喜捨,Daotai and Buddhavarman,150
住止,Dharmarakṣa,150
苦患,Dharmarakṣa,150
罪業,Dharmarakṣa,150
正真之道,Dharmarakṣa,150
苑,"Guṇabhadra, Baoyun, Puti, and Fayong",150
坐具,Kang Mengxiang,150
傾動,Kumārajīva,150
師子座,Lokakṣema,150
一道,Lokakṣema,150
第三禪,Mokṣala,150
斷結,Sajghabhūti and Zhu Fonian,150
使者,Saṅghabhadra,150
麥,Saṅghavarman and Baoyun,150
癡心,Zhi Qian,150
放捨,Zhu Fonian,150
四無色,Zhu Fonian and Buddhapalita,150
四意,anonymous,150
供佛,anonymous,150
作行,anonymous,150
妄言,An Shigao,151
士夫,Dharmanandi and Zhu Fonian,151
依法,Dharmarakṣa,151
戒清,Dharmarakṣa,151
德行,Dharmarakṣa,151
覺明,Dharmarakṣa,151
十八不共法,Dharmarakṣa,151
聲香味觸,Kumārajīva,151
共作,Kumārajīva,151
念善,Kumārajīva and Xiao Yaoyuan,151
難問,Kumārajīva and Xiao Yaoyuan,151
難解,Kumārajīva and Xiao Yaoyuan,151
有空,Lokakṣema,151
外法,Mokṣala,151
見受,Sajghabhūti and Zhu Fonian,151
見苦,Saṃghadeva,151
微妙法,Zhi Qian,151
無主,Zhi Qian,151
牟尼佛,anonymous,151
解脫知,anonymous,151
佛欲,Dharmakṣema,152
繫念,Dharmanandi and Zhu Fonian,152
沐浴,Dharmanandi and Zhu Fonian,152
章句,Dharmarakṣa,152
諸波羅蜜,Dharmarakṣa,152
眾生種,Dharmarakṣa,152
無量光,Dharmarakṣa,152
八事,Dharmarakṣa and Nie Chengyuan,152
無量法,Kang Mengxiang,152
色欲,Kang Mengxiang,152
罰,Kumārajīva,152
離色,Kumārajīva,152
一味,Lokakṣema,152
本有,Sajghabhūti and Zhu Fonian,152
所使,Sajghabhūti and Zhu Fonian,152
恐畏,Zhi Qian,152
已度,Daotai and Buddhavarman,153
知人,Daotai and Buddhavarman,153
成熟,Dharmakṣema,153
八不共法,Dharmakṣema,153
梵行已立,Dharmanandi and Zhu Fonian,153
入三昧,Dharmanandi and Zhu Fonian,153
居家,Dharmarakṣa,153
眾生之類,Dharmarakṣa,153
欲捨,"Guṇabhadra, Baoyun, Puti, and Fayong",153
式叉,"Guṇabhadra, Baoyun, Puti, and Fayong",153
無上正真道意,Kang Mengxiang,153
行修,Kumārajīva,153
園林,Kumārajīva,153
人處,Kumārajīva,153
湯藥,Kumārajīva,153
無分別,Mokṣala,153
神變,Mokṣala,153
婆沙,Saṃghadeva,153
轉增,Saṃghadeva,153
歌舞,Saṅghavarman,153
人物,Saṅghavarman,153
八解,Zhi Qian,153
明達,Zhu Fonian and Buddhapalita,153
佛十力,An Shigao,154
化成,Buddhabhadra,154
稱歎,Dharmakṣema,154
怨敵,Dharmakṣema,154
道智,Dharmarakṣa,154
女身,Dharmarakṣa,154
行業,Dharmarakṣa,154
進力,Dharmarakṣa,154
優鉢,Fa Ju,154
丸,Faxian,154
法御,Kang Mengxiang,154
受持讀誦,Kumārajīva and Xiao Yaoyuan,154
捨心,Kumārajīva and Xiao Yaoyuan,154
正真道意,Lokakṣema,154
等無有異,Lokakṣema,154
四維,Lokakṣema,154
鈍根,Mokṣala,154
五逆,Mokṣala,154
行忍,Mokṣala,154
盡道,Sajghabhūti and Zhu Fonian,154
清白,Vighna and Zhi Qian,154
竹園,Zhi Qian,154
十方一切,anonymous,154
戒定,An Shigao,155
佛滅,Dharmamitra,155
教勅,Dharmanandi and Zhu Fonian,155
得阿那含,Dharmanandi and Zhu Fonian,155
身壞命終,Dharmanandi and Zhu Fonian,155
尊者阿難,Dharmanandi and Zhu Fonian,155
奉上,Dharmarakṣa,155
梵音,Dharmarakṣa,155
諸聖,Dharmarakṣa,155
有所得,Dharmarakṣa,155
分別法,Dharmarakṣa,155
不語,Faxian,155
病苦,Kang Mengxiang,155
冬,Kumārajīva,155
乘法,Kumārajīva,155
虛誑,Kumārajīva and Xiao Yaoyuan,155
實際,Kumārajīva and Xiao Yaoyuan,155
佛眼,Lokakṣema,155
分別知,Mokṣala,155
無定,Saṃghadeva,155
行智,Saṃghadeva,155
垢穢,Zhi Qian,155
大願,Zhi Qian,155
無解,anonymous,155
身分,Daotai and Buddhavarman,156
不害,Daotai and Buddhavarman,156
百千劫,Dharmarakṣa,156
覺了,Dharmarakṣa,156
求法,Dharmarakṣa,156
波斯匿王,Dharmarakṣa,156
不復生,"Guṇabhadra, Baoyun, Puti, and Fayong",156
犯罪,Kumārajīva,156
中食,Kumārajīva,156
發菩提心,Kumārajīva,156
同時,Kumārajīva and Xiao Yaoyuan,156
持者,Kumārajīva and Xiao Yaoyuan,156
伽陀,Kumārajīva and Xiao Yaoyuan,156
阿鼻,Lokakṣema,156
本淨,Lokakṣema,156
貪愛,Lokakṣema,156
天身,Zhi Qian,156
智力,Zhi Qian,156
行入,anonymous,156
燒香,An Shigao,157
行具足,Daotai and Buddhavarman,157
猶如虛空,Dharmakṣema,157
真正,Dharmarakṣa,157
滅度後,Dharmarakṣa,157
山林,Kumārajīva,157
坐處,Kumārajīva,157
所縛,Kumārajīva,157
性相,Kumārajīva,157
無處所,Mokṣala,157
受具足,Sajghabhūti and Zhu Fonian,157
人王,Saṃghadeva,157
戒具,Vighna and Zhi Qian,157
終始,Zhi Qian,157
菩提樹,Zhu Fonian,157
勇健,Zhu Fonian,157
不明,anonymous,157
威力,Dharmanandi and Zhu Fonian,158
具足戒,Dharmarakṣa,158
如海,Dharmarakṣa,158
城門,"Guṇabhadra, Baoyun, Puti, and Fayong",158
無上菩提,Kumārajīva,158
生根,Sajghabhūti and Zhu Fonian,158
離世,Saṅghavarman and Baoyun,158
如見,anonymous,158
一切生,anonymous,158
大果,Dharmanandi and Zhu Fonian,159
意三,Dharmanandi and Zhu Fonian,159
界法,Dharmarakṣa,159
說空,Dharmarakṣa,159
作禮而去,Dharmarakṣa,159
道眾,Dharmarakṣa,159
十日,Faxian,159
偈讚,"Guṇabhadra, Baoyun, Puti, and Fayong",159
諸法實相,Kumārajīva and Xiao Yaoyuan,159
毘梨耶波羅蜜,Kumārajīva and Xiao Yaoyuan,159
阿羅漢道,Lokakṣema,159
本際,Lokakṣema,159
二乘,Mokṣala,159
得信,Saṃghadeva,159
所覺,Zhi Qian,159
十地,Zhi Qian,159
八正,Zhi Yao,159
欲受,An Shigao,160
迦蘭,Baoyun,160
心佛,Buddhabhadra,160
審諦,Dharmarakṣa,160
柔和,Dharmarakṣa,160
言行,Dharmarakṣa,160
將護,Dharmarakṣa,160
無際,Dharmarakṣa,160
心定,Dharmarakṣa,160
塗香,Dharmarakṣa,160
天樂,Kang Mengxiang,160
得修,Kumārajīva,160
伽提,Kumārajīva,160
真金,Kumārajīva,160
無障礙,Kumārajīva,160
剃除鬚髮,Lokakṣema,160
羅網,Lokakṣema,160
淨智,Saṃghadeva,160
法要,Zhi Yao,160
道成,Buddhayaśas and Zhu Fonian,161
沙彌尼,Dharmanandi and Zhu Fonian,161
勸化,Dharmarakṣa,161
法治,Fa Ju and Fa Li,161
殺害,Kumārajīva,161
毀呰,Kumārajīva,161
娑羅,Kumārajīva,161
諸難,Kumārajīva and Xiao Yaoyuan,161
彌勒菩薩,Lokakṣema,161
寂定,Lokakṣema,161
淨想,Mokṣala,161
盡苦,Saṃghadeva,161
吉祥,Vighna and Zhi Qian,161
憂愁,Zhi Qian,161
廟,Zhi Qian,161
一切有為,Zhu Fonian and Buddhapalita,161
非真,anonymous,161
不飲,anonymous,161
漏無漏,Buddhabhadra,162
無因緣,Dharmarakṣa,162
屏處,Dharmarakṣa,162
眾善,Dharmarakṣa,162
化度,Dharmarakṣa,162
入道,Kang Mengxiang,162
諸佛如來,Kumārajīva,162
如影,Mokṣala,162
我人,Mokṣala,162
無淨,Mokṣala,162
發願,Mokṣala,162
性空,Mokṣala,162
心亂,Saṃghadeva,162
定相,Saṃghadeva,162
斷欲,Vighna and Zhi Qian,162
水精,Zhi Qian,162
諸入,Zhi Qian,162
邪道,An Shigao,163
意止,An Shigao,163
法成就,Dharmanandi and Zhu Fonian,163
侍者,Dharmarakṣa,163
愛著,Dharmarakṣa,163
果實,Dharmarakṣa,163
尊法,Dharmarakṣa,163
勝法,Fa Ju and Fa Li,163
毘梨耶,Kumārajīva and Xiao Yaoyuan,163
種善根,Kumārajīva and Xiao Yaoyuan,163
自大,Lokakṣema,163
不苦不樂,Sajghabhūti and Zhu Fonian,163
欲色,Sajghabhūti and Zhu Fonian,163
種相,Sajghabhūti and Zhu Fonian,163
阿闍梨,Saṃghadeva,163
學戒,Saṃghadeva,163
報應,Zhi Qian,163
行乞,Zhi Qian,163
修治,Daotai and Buddhavarman,164
天雨,Dharmarakṣa,164
不思議,Dharmarakṣa,164
供養恭敬,Kumārajīva,164
明相,Kumārajīva,164
迦樓羅,Lokakṣema,164
意法,Mokṣala,164
因果,Sajghabhūti and Zhu Fonian,164
慈悲心,Sajghabhūti and Zhu Fonian,164
露地,Saṃghadeva,164
諸病,Saṅghabhadra,164
行作,Zhi Qian,164
所取,anonymous,164
然燈,An Shigao,165
專心,Dharmakṣema,165
有念,Dharmarakṣa,165
他化自在天,Dharmarakṣa,165
法人,Dharmarakṣa,165
墮落,Dharmarakṣa,165
彈指,Dharmarakṣa,165
善本,Lokakṣema,165
阿練,Mokṣala,165
味身,Sajghabhūti and Zhu Fonian,165
諦觀,Zhi Yao,165
犯者,anonymous,165
頂上,anonymous,165
地獄餓鬼畜生,Dharmarakṣa,166
稽首禮,Dharmarakṣa,166
佛慧,Kang Senghui,166
法具,Kumārajīva,166
獨處,Kumārajīva,166
有貪,Kumārajīva,166
空三昧,Lokakṣema,166
無餘涅槃,Sajghabhūti and Zhu Fonian,166
樂有,Saṃghadeva,166
淨一切,Zhu Fonian,166
上智,Zhu Fonian,166
菩薩觀,anonymous,166
害心,Dharmarakṣa,167
結加趺坐,Dharmarakṣa,167
成正覺,Dharmarakṣa,167
是聖,"Guṇabhadra, Baoyun, Puti, and Fayong",167
道教,Kang Senghui,167
籌量,Kumārajīva,167
呪術,Kumārajīva and Xiao Yaoyuan,167
地水火風,Lokakṣema,167
勳,Saṅghavarman and Baoyun,167
天龍神,Zhi Qian,167
重擔,Zhi Qian,167
苦習,Zhi Yao,167
晨朝,"Zhu Daosheng, Shi Huiyan, and Buddhajīva",167
樂說,Buddhabhadra,168
