CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,verb_dao,pronoun_zhe,notes,error
大方廣佛華嚴經,T 278 (51),False,False,False,True,False,False,False,False,False,"The text largely adheres to a formal, classical Chinese style typical of early Buddhist translations. The prefix 阿 (ā) is only found as part of transliterated terms (e.g., 阿耨多羅), not as a general prefix. Neither the prefix 老 (lǎo) nor the suffix 兒 (ér) is present. Reduplicated nouns like '處處' (chùchù, everywhere) and '念念' (niànniàn, every moment/thought) are used, which can be considered a semi-vernacular stylistic element. The personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are absent. For the verb 'to say', the text consistently uses '告言', '白言', '答言', '作如是言', and '語...言', rather than 道 (dào). The pronoun 'this' is rendered as '此' (cǐ) instead of 這 (zhè).",
大方廣佛華嚴經,T 278 (52),False,False,False,False,False,False,False,False,False,"The text, an early Chinese Buddhist translation from the Eastern Jin Dynasty, exhibits a highly formal and classical style, largely devoid of the specified vernacular elements. The prefixes '阿' and '老' are not used as vernacular prefixes; '阿' appears only in transliterated terms. The suffix '兒' and the pronouns '渠', '他' (as a personal pronoun), and '伊' are absent. The verb '道' is not used to mean 'to say', with '白言' or '答言' being preferred. The demonstrative '這' is also not found. While reduplicated forms like '一一' and '種種' are present, they function as quantifiers or adjectives and do not constitute reduplicated nouns in the strict sense (e.g., '人人', '處處'). This aligns with the expected textual characteristics of early Buddhist Sinitic literature.",
大方廣佛華嚴經,T 278 (53),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (54),False,False,False,True,False,False,False,False,False,"The text largely maintains a formal, semi-classical style, characteristic of early Buddhist translations. The prefix 阿 (ā) is used only in transliterations (e.g., 阿耨多羅三藐三菩提, 阿僧祇), not as a vernacular prefix. The prefixes 老 (lǎo), and the suffix 兒 (ér) are absent. Reduplicated nouns are present in the form of 念念 (in every moment/thought) and 種種 (various kinds), which are common in texts of this period. The pronouns 渠 (qú), 他 (tā) (as a third-person pronoun), and 伊 (yī) are absent. 他 appears only in the sense of 'other' (e.g., 他財物). The verb ‘to say’ 道 (dào) is not used; alternatives like 白言, 答言, 語, and 告 are found instead. The pronoun ‘this’ 這 (zhè) is absent. This indicates a relatively conservative translation style with limited adoption of strongly vernacular elements.",
大方廣佛華嚴經,T 278 (55),False,False,False,True,False,False,False,False,False,"The text shows some vernacular elements, particularly the use of reduplicated nouns such as '念念' (every thought/moment) and '趣趣' (realm by realm). However, it lacks other common vernacular indicators such as the prefix 阿 (in non-transliterated forms) and 老, the suffix 兒, the second-person pronoun 渠, the personal pronouns 他 and 伊, the verb 道 (to say), and the pronoun 這. The language largely remains in a more classical or semi-classical Buddhist translation style of the Eastern Jin period.",
大方廣佛華嚴經,T 278 (56),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (57),False,False,False,True,False,False,False,False,False,"The text employs classical Buddhist Chinese, characterized by the use of 此 (cǐ) for 'this' instead of 這 (zhè), and 言 (yán), 告 (gào), 說 (shuō), and 白 (bái) for 'to say' rather than 道 (dào). There is no usage of the prefixes 阿 (ā) or 老 (lǎo) in a vernacular manner, nor the suffix 兒 (ér). The personal pronouns 他 (tā) and 伊 (yī), and the second-person pronoun 渠 (qú) are also absent. However, it does feature reduplicated nouns/adjectives such as 念念 (moment to moment), 種種 (various kinds), and 一一 (each and every), which can be considered a minor vernacular element. Overall, the translation style leans heavily towards formal, classical Buddhist Chinese with very limited vernacular elements.",
大方廣佛華嚴經,T 278 (58),False,False,False,False,False,False,False,False,False,"The text exhibits a classical Chinese style typical of early Buddhist sutra translations. It does not use the vernacular prefix 阿 (ā) outside of transliterated terms like 阿耨多羅三藐三菩提, nor the prefixes 老 (lǎo) or suffix 兒 (ér). There are no instances of reduplicated nouns. Vernacular pronouns 渠 (qú), 他 (tā), and 這 (zhè) are absent; classical equivalents like 彼 (bǐ) and 此 (cǐ) are used instead. The verb 道 (dào) is not used to mean 'to say'; instead, 言 (yán) and 曰 (yuē) are employed.",
大方廣佛華嚴經,T 278 (59),False,False,False,False,False,False,False,False,False,,
大方廣佛華嚴經,T 278 (60),False,False,False,True,False,True,False,False,False,"The text does not use the prefix 阿 (ā) not as part of a transliteration, nor the prefix 老 (lǎo), nor the suffix 兒 (ér). It does not use the second-person pronoun 渠 (qú), nor the pronoun 這 (zhè), nor the verb 道 (dào) to mean 'to say'. However, it does use reduplicated nouns, such as '一一毛孔' (each and every pore) and '一一微塵' (each and every dust mote), which is a vernacular element. It also uses the personal pronoun 他 (tā) in '輕慢他心' (a mind that disparages others), referring to third-party individuals or groups, which is a vernacular usage of the pronoun.",
觀佛三昧經,T 643 (1),False,False,False,False,False,False,False,False,False,"The text exhibits a classical or semi-classical Chinese style, common in early Buddhist translations. There are no instances of the prefix 阿 used independently (only in transliterations like 阿難, 阿修羅), the prefix 老, or the suffix 兒. Reduplication appears with verbs (e.g., 諦聽諦聽) or adverbs (e.g., 滴滴), but not with nouns. The second-person pronoun 渠 and the personal pronoun 他 (meaning 'he/she') are absent; 他 is only used as an adjective meaning 'other'. The personal pronoun 伊 is also absent, appearing only in the transliteration 伊蘭. The verb 道 meaning 'to say' is not used; instead, the text uses 言, 說, 曰, 告, and 白. Lastly, the pronoun 這 is not found.",
觀佛三昧經,T 643 (2),False,True,True,True,False,True,False,False,False,"The text exhibits some vernacular elements, including the prefix '老' (e.g., '老母'), the suffix '兒' (e.g., '小兒'), reduplicated nouns ('華華相次'), and the third-person pronoun '他' (e.g., '壞他'). However, it does not use the prefix '阿' outside of transliterations, nor the pronouns '渠' or '這', and the verb '道' is not used to mean 'to say', favoring more classical terms like '告', '曰', and '言'.",
觀佛三昧經,T 643 (3),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā as a vernacular element, only as part of transliterations (e.g., 阿難, 阿鼻獄). The prefix 老 lǎo is not used in a vernacular sense, appearing only as an adjective ('父老耄'). The suffix 兒 ér is not used as a vernacular suffix, appearing only as part of the compound noun '嬰兒'. Reduplicated nouns are present in several instances, such as '華華相次', '一一畫間', '焰焰相跓', '佛佛相次', '光光相照', '龕龕室無數', and '莖莖相跓'. The second-person pronoun 渠 qú is not found in the text. The personal pronoun 他 tā is not found as a personal pronoun, only as 'other' in '他世'. The personal pronoun 伊 yī is not found as a personal pronoun, only referring to the character '伊'. The verb 'to say' 道 dào is not used; '說', '告', '言', '曰', and '白' are used instead. The pronoun 'this' 這 zhè is not found in the text. Overall, the text exhibits a largely formal and classical style, with the exception of reduplicated nouns which are a minor vernacular feature.",
觀佛三昧經,T 643 (4),False,False,False,True,False,False,False,False,False,"The text uses reduplicated nouns such as '光光' (lights), '華華' (flowers), '節節' (joints), and '佛佛' (Buddhas) for emphasis or distributive meaning, which is a vernacular characteristic. However, it does not use the prefix 阿 ā as a general prefix (only in transliterated names like 阿難), the prefix 老 lǎo (only in '老死' meaning 'old age'), the suffix 兒 ér, the pronoun 渠 qú, the personal pronoun 他 tā (only meaning 'other'), the personal pronoun 伊 yī, the verb 道 dào for 'to say' (it uses 說 and 告 instead), or the pronoun 這 zhè (it uses 是 instead).",
觀佛三昧經,T 643 (5),False,False,False,True,False,True,False,False,False,"The text does not use the prefix 阿 ā independently of transliterations (e.g., 阿難, 阿鼻地獄). The prefix 老 lǎo and suffix 兒 ér are absent. Reduplicated nouns are present (e.g., 焰焰, 剎那剎那, 節節). The third-person pronoun 渠 qú is not found. The personal pronoun 他 tā appears in '見他得利' (0674a06). The personal pronoun 伊 yī is absent. The verb to say 道 dào is not used; '告', '言', and '語' are employed instead. The pronoun 這 zhè is absent; '此' is used.",
觀佛三昧經,T 643 (6),False,True,False,True,False,False,False,False,False,"The text displays some vernacular elements, notably the frequent use of the prefix '老' in terms like '老母', '老婢', and '老弊', and the reduplicated noun '事事'. However, other common vernacular markers such as the prefix '阿' (outside transliterations), the suffix '兒', the pronouns '渠', '他', '伊', the verb '道' meaning 'to say', and the pronoun '這' are not found. The text predominantly uses '此' for 'this' and '佛告', '白言', or '說' for verbs of speaking, aligning with classical or semi-classical Buddhist Literary Sinitic rather than full vernacular.",
觀佛三昧經,T 643 (7),False,False,False,True,False,False,False,False,False,"The text generally exhibits a classical Chinese style common in early Chinese Buddhist translations. Key vernacular elements such as the prefixes 阿 (except in transliterations like 阿難) and 老, the suffix 兒, the personal pronouns 他 and 伊, the pronoun 這, and the verb 道 (to say) are absent. The text predominantly uses classical forms like 告, 白言, 曰, 勅, 勅言, and 語 for 'to say' or 'to tell', reinforcing its classical tone. However, it does contain instances of reduplicated nouns (e.g., 輪輪相次, 聲聲相次, 渧渧化成, 相相觀之, 日日), which, while not exclusive to vernacular language, can indicate a stylistic leaning towards a more vivid or emphasized expression often found in later vernacular literature.",
觀佛三昧經,T 643 (8),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 (ā) other than in transliterations. The prefix 老 (lǎo) is not used; '老婢' uses 老 as an adjective meaning 'old'. The suffix 兒 (ér) is not used; '兒母' and '生兒' use 兒 as a noun meaning 'son'. Reduplicated nouns are present, such as '花花' / '華華' ('flower after flower'), '日日' ('day by day'), and '生生' ('life after life'). The second-person pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used, with '彼' being used instead. The personal pronoun 伊 (yī) is not used. The verb 道 (dào) for 'to say' is not used; instead, the text predominantly employs '白言' (báiyán), '告言' (gàoyán), '佛言' (fóyán), and '佛告' (fógào). The pronoun 這 (zhè) for 'this' is not used; instead, '此' (cǐ) is used.",
