czjj_no,title_zh,taisho_no,attribution,term,term_introduced_by
55,中本起經,T 196 (2),Kang Mengxiang,法,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,法眼,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,法教,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,法御,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,法儀,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,法衣,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,法律,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,凡人,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,犯戒,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,反真,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,發道心,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,福,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,福德,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,福田,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,福報,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,福祐,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,福盡,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,分衛,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,供養,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,功德,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,歸比丘僧,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,歸佛,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,歸法,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,歸滅,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,戒,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,戒定,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,劫,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,解定,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,解脫,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,結解,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,禁戒,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,金剛,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,精勤,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,精進,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,精舍,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,精廬,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,盡,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,居士,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,具,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,覺,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,撿心,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,經,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,經法,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,苦,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,苦惱,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,六師,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,六通,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,律,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,律戒,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,輪轉,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,魔天王,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,禪,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,禪定,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,僧,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,僧房,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,殺盜婬,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,沙門,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,三達,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,三界,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,三昧,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,三尊,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,三塗,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,善惡,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,舍利,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,捨家,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,上聖,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,受戒,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,受施,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,神足,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,神通,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,神旨,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,生死,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,生天,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,攝心,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,色,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,色欲,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,世尊,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,十力,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,首過,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,四大,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,四定,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,四道,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,四禪,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,四神足念,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,宿行,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,宿命,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,塔,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,天人,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,天樂,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,天龍鬼神,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,無垢,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,無間,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,無量法,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,無量意三昧,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,無畏,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,無為,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,無形三昧,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,無所生,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,無上正真,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,污行,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,威神,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,威儀,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,為福,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,五戒,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,五道,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,五欲,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,優婆塞,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,優婆夷,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,愚癡,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,疑,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,疑網,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,業,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,永寂,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,應真,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,憂悲,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,愚惑,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,咒願,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,坐具,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,罪惡,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,罪福,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,罪咎,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,正念,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,正法,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,至真,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,智慧,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,智定,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,諸漏,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,諸天,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,就戒,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,心垢,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,心結,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,心悅,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,信,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,信行,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,邪行,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,邪術,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,長老,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,淨戒,Lokakṣema 
55,中本起經,T 196 (2),Kang Mengxiang,淨意,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,清淨,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,清淨積三昧,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,名色,An Shigao
55,中本起經,T 196 (2),Kang Mengxiang,明行,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,慧定,Kang Mengxiang
55,中本起經,T 196 (2),Kang Mengxiang,恚怒,Kang Mengxiang
481,法句經,T 210 (1),,法句經,
481,法句經,T 210 (1),,尊者,
481,法句經,T 210 (1),,沙門,An Shigao
481,法句經,T 210 (1),,無常品,
481,法句經,T 210 (1),,道,An Shigao
481,法句經,T 210 (1),,佛言,
481,法句經,T 210 (1),,非常,An Shigao
481,法句經,T 210 (1),,滅,An Shigao
481,法句經,T 210 (1),,老死,Zhi Qian
481,法句經,T 210 (1),,眾生,Lokakṣema 
481,法句經,T 210 (1),,行,An Shigao
481,法句經,T 210 (1),,墮,
481,法句經,T 210 (1),,殃福,An Shigao
481,法句經,T 210 (1),,縛,Lokakṣema 
481,法句經,T 210 (1),,比丘,An Shigao
481,法句經,T 210 (1),,魔兵,
481,法句經,T 210 (1),,生死,An Shigao
481,法句經,T 210 (1),,得度,
481,法句經,T 210 (1),,教學品,
481,法句經,T 210 (1),,道明,
481,法句經,T 210 (1),,正見,Kang Mengxiang
481,法句經,T 210 (1),,惡道,An Shigao
481,法句經,T 210 (1),,邪見,An Shigao
481,法句經,T 210 (1),,法行,An Shigao
481,法句經,T 210 (1),,行道,An Shigao
481,法句經,T 210 (1),,不死,Zhi Qian
481,法句經,T 210 (1),,行滅,
481,法句經,T 210 (1),,漏,An Shigao
481,法句經,T 210 (1),,見法,
481,法句經,T 210 (1),,道人,An Shigao
481,法句經,T 210 (1),,戒,An Shigao
481,法句經,T 210 (1),,精進,An Shigao
481,法句經,T 210 (1),,正法,Lokakṣema 
481,法句經,T 210 (1),,異術,
481,法句經,T 210 (1),,智慧,Lokakṣema 
481,法句經,T 210 (1),,諦,An Shigao
481,法句經,T 210 (1),,三惡,
481,法句經,T 210 (1),,毒,
481,法句經,T 210 (1),,度生死,
481,法句經,T 210 (1),,多聞,Kang Mengxiang
481,法句經,T 210 (1),,持戒,An Shigao
481,法句經,T 210 (1),,聖,Lokakṣema 
481,法句經,T 210 (1),,正覺,An Shigao
481,法句經,T 210 (1),,戒慧,
481,法句經,T 210 (1),,定,An Shigao
481,法句經,T 210 (1),,甘露法,
481,法句經,T 210 (1),,泥洹,An Shigao
481,法句經,T 210 (1),,法律,Kang Mengxiang
481,法句經,T 210 (1),,非法,An Shigao
481,法句經,T 210 (1),,不死處,
481,法句經,T 210 (1),,法藏,Zhi Qian
481,法句經,T 210 (1),,佛弟子,An Shigao
481,法句經,T 210 (1),,釋梵,Lokakṣema 
481,法句經,T 210 (1),,仙人,
481,法句經,T 210 (1),,聖智,Lokakṣema 
481,法句經,T 210 (1),,多聞者,
481,法句經,T 210 (1),,篤信品,
481,法句經,T 210 (1),,信,An Shigao
481,法句經,T 210 (1),,慚,Zhi Qian
481,法句經,T 210 (1),,戒,An Shigao
481,法句經,T 210 (1),,意財,
481,法句經,T 210 (1),,天行,
481,法句經,T 210 (1),,布施,An Shigao
481,法句經,T 210 (1),,滅度,An Shigao
481,法句經,T 210 (1),,彼岸,
481,法句經,T 210 (1),,信行,Kang Mengxiang
481,法句經,T 210 (1),,聖,Lokakṣema 
481,法句經,T 210 (1),,無為,An Shigao
481,法句經,T 210 (1),,縛,Lokakṣema 
481,法句經,T 210 (1),,慧意,
481,法句經,T 210 (1),,度恚,
481,法句經,T 210 (1),,智慧,Lokakṣema 
481,法句經,T 210 (1),,慳垢,
481,法句經,T 210 (1),,野沙門,
481,法句經,T 210 (1),,慚愧,Lokakṣema 
481,法句經,T 210 (1),,七財,
481,法句經,T 210 (1),,淨觀法,
481,法句經,T 210 (1),,戒慎品,
481,法句經,T 210 (1),,律,An Shigao
481,法句經,T 210 (1),,三寶,Lokakṣema 
481,法句經,T 210 (1),,真見,
481,法句經,T 210 (1),,諸根,
481,法句經,T 210 (1),,正定,Kang Mengxiang
481,法句經,T 210 (1),,正觀,
481,法句經,T 210 (1),,正智,
481,法句經,T 210 (1),,垢,Lokakṣema 
481,法句經,T 210 (1),,聖,Lokakṣema 
481,法句經,T 210 (1),,定,An Shigao
481,法句經,T 210 (1),,慧,An Shigao
481,法句經,T 210 (1),,解,An Shigao
481,法句經,T 210 (1),,魔界,Lokakṣema 
481,法句經,T 210 (1),,無上道,Lokakṣema 
481,法句經,T 210 (1),,非道,
481,法句經,T 210 (1),,惟念品,
481,法句經,T 210 (1),,安般,Zhi Qian
481,法句經,T 210 (1),,出息,
481,法句經,T 210 (1),,入息念,
481,法句經,T 210 (1),,念,An Shigao
481,法句經,T 210 (1),,一心,An Shigao
481,法句經,T 210 (1),,六更,
481,法句經,T 210 (1),,愛,An Shigao
481,法句經,T 210 (1),,苦际,
481,法句經,T 210 (1),,覺者,
481,法句經,T 210 (1),,甘露要,
481,法句經,T 210 (1),,漏盡,
481,法句經,T 210 (1),,自歸佛,
481,法句經,T 210 (1),,佛法眾,
481,法句經,T 210 (1),,念身,
481,法句經,T 210 (1),,念非常,
481,法句經,T 210 (1),,念戒,An Shigao
481,法句經,T 210 (1),,布施德,
481,法句經,T 210 (1),,空,An Shigao
481,法句經,T 210 (1),,不願,An Shigao
481,法句經,T 210 (1),,無相,An Shigao
481,法句經,T 210 (1),,慈仁品,
481,法句經,T 210 (1),,為仁,
481,法句經,T 210 (1),,不殺,Zhi Qian
481,法句經,T 210 (1),,梵行,Kang Mengxiang
481,法句經,T 210 (1),,慈哀,Lokakṣema 
481,法句經,T 210 (1),,佛教,An Shigao
481,法句經,T 210 (1),,知足,
481,法句經,T 210 (1),,知止,
481,法句經,T 210 (1),,少欲,
481,法句經,T 210 (1),,仁,
481,法句經,T 210 (1),,慈心,Lokakṣema 
481,法句經,T 210 (1),,違戒,
481,法句經,T 210 (1),,言妄,
481,法句經,T 210 (1),,放逸行,
481,法句經,T 210 (1),,惡道,An Shigao
481,法句經,T 210 (1),,梵天,Lokakṣema 
481,法句經,T 210 (1),,無量,
481,法句經,T 210 (1),,愍傷眾生,
481,法句經,T 210 (1),,言語品,
481,法句經,T 210 (1),,惡言,
481,法句經,T 210 (1),,結,An Shigao
481,法句經,T 210 (1),,忍意,
481,法句經,T 210 (1),,解脫,An Shigao
481,法句經,T 210 (1),,法說,An Shigao
481,法句經,T 210 (1),,義說,
481,法句經,T 210 (1),,甘露說,
481,法句經,T 210 (1),,雙要品,
481,法句經,T 210 (1),,法本,Kang Mengxiang
481,法句經,T 210 (1),,罪苦,
481,法句經,T 210 (1),,福樂,
481,法句經,T 210 (1),,冥,Lokakṣema 
481,法句經,T 210 (1),,不淨,An Shigao
481,法句經,T 210 (1),,攝諸根,
481,法句經,T 210 (1),,精進,An Shigao
481,法句經,T 210 (1),,毒態,
481,法句經,T 210 (1),,法衣,Kang Mengxiang
481,法句經,T 210 (1),,邪計,
481,法句經,T 210 (1),,正計,
481,法句經,T 210 (1),,淫泆,
481,法句經,T 210 (1),,習非,
481,法句經,T 210 (1),,熱惱,
481,法句經,T 210 (1),,婬怒癡,Lokakṣema 
481,法句經,T 210 (1),,止觀,An Shigao
481,法句經,T 210 (1),,非佛弟子,
481,法句經,T 210 (1),,佛弟子,An Shigao
481,法句經,T 210 (1),,放逸品,
481,法句經,T 210 (1),,甘露道,
481,法句經,T 210 (1),,死徑,
481,法句經,T 210 (1),,受胎,
481,法句經,T 210 (1),,三界,An Shigao
481,法句經,T 210 (1),,捨家,Kang Mengxiang
481,法句經,T 210 (1),,佛教,An Shigao
481,法句經,T 210 (1),,濁黑法,
481,法句經,T 210 (1),,清白,
481,法句經,T 210 (1),,度淵,
481,法句經,T 210 (1),,心意品,
481,法句經,T 210 (1),,慧,An Shigao
481,法句經,T 210 (1),,魔繫,
481,法句經,T 210 (1),,不知法,
481,法句經,T 210 (1),,正智,
481,法句經,T 210 (1),,覺者,
481,法句經,T 210 (1),,佛說心法,
481,法句經,T 210 (1),,斷苦因緣,
481,法句經,T 210 (1),,魔戰,
481,法句經,T 210 (1),,華香品,
481,法句經,T 210 (1),,法句,
481,法句經,T 210 (1),,德華,
481,法句經,T 210 (1),,幻法,
481,法句經,T 210 (1),,魔道,
481,法句經,T 210 (1),,佛弟子,An Shigao
481,法句經,T 210 (1),,愚闇品,
481,法句經,T 210 (1),,愚生死,
481,法句經,T 210 (1),,正法,Lokakṣema 
481,法句經,T 210 (1),,癡意,
481,法句經,T 210 (1),,道要,
481,法句經,T 210 (1),,愚人,
481,法句經,T 210 (1),,聖教,
481,法句經,T 210 (1),,明哲品,
481,法句經,T 210 (1),,修福,
481,法句經,T 210 (1),,進道,
481,法句經,T 210 (1),,陰德,
481,法句經,T 210 (1),,法,An Shigao
481,法句經,T 210 (1),,聖人,Zhi Qian
481,法句經,T 210 (1),,慧人,An Shigao
481,法句經,T 210 (1),,大人,
481,法句經,T 210 (1),,無欲,Zhi Qian
481,法句經,T 210 (1),,大賢,
481,法句經,T 210 (1),,戒慧道,
481,法句經,T 210 (1),,度岸,
481,法句經,T 210 (1),,正教,
481,法句經,T 210 (1),,脫死,
481,法句經,T 210 (1),,五陰,An Shigao
481,法句經,T 210 (1),,智慧,Lokakṣema 
481,法句經,T 210 (1),,情欲,
481,法句經,T 210 (1),,無為,An Shigao
481,法句經,T 210 (1),,正智,
481,法句經,T 210 (1),,諦,An Shigao
481,法句經,T 210 (1),,不起,
481,法句經,T 210 (1),,漏盡,
481,法句經,T 210 (1),,度世,An Shigao
481,法句經,T 210 (1),,羅漢品,
481,法句經,T 210 (1),,真人,Kang Mengxiang
481,法句經,T 210 (1),,脫欲,
481,法句經,T 210 (1),,無着,
481,法句經,T 210 (1),,縛結,An Shigao
481,法句經,T 210 (1),,心淨,
481,法句經,T 210 (1),,癡淵,
481,法句經,T 210 (1),,無想,Lokakṣema 
481,法句經,T 210 (1),,制根,
481,法句經,T 210 (1),,憍慢,An Shigao
481,法句經,T 210 (1),,無垢,Kang Mengxiang
481,法句經,T 210 (1),,生死世絕,
481,法句經,T 210 (1),,寂然,An Shigao
481,法句經,T 210 (1),,棄欲,An Shigao
481,法句經,T 210 (1),,三界障,
481,法句經,T 210 (1),,望意,
481,法句經,T 210 (1),,上人,
481,法句經,T 210 (1),,應真,Kang Mengxiang
481,法句經,T 210 (1),,空閑,Zhi Qian
481,法句經,T 210 (1),,述千品,
481,法句經,T 210 (1),,眾經,
481,法句經,T 210 (1),,偈,Lokakṣema 
481,法句經,T 210 (1),,佛,An Shigao
481,法句經,T 210 (1),,一切智,Lokakṣema 
481,法句經,T 210 (1),,大仁,
481,法句經,T 210 (1),,道義,Zhi Qian
481,法句經,T 210 (1),,十二部經,Zhi Qian
481,法句經,T 210 (1),,四部阿含,
481,法句經,T 210 (1),,阿難,An Shigao
481,法句經,T 210 (1),,聞如是,An Shigao
481,法句經,T 210 (1),,沙門,An Shigao
481,法句經,T 210 (1),,梵語,
481,法句經,T 210 (1),,天竺,
481,法句經,T 210 (1),,藍調安侯世高,
481,法句經,T 210 (1),,都尉佛調,
481,法句經,T 210 (1),,佛言,
481,法句經,T 210 (1),,聖人,Zhi Qian
481,法句經,T 210 (1),,梵義,
481,法句經,T 210 (1),,梵,An Shigao
481,法句經,T 210 (1),,奧藏,
481,法句經,T 210 (1),,惡行品,
481,法句經,T 210 (1),,邪婬,Zhi Qian
481,法句經,T 210 (1),,罪報,
481,法句經,T 210 (1),,殃,An Shigao
481,法句經,T 210 (1),,小惡,
481,法句經,T 210 (1),,小善,
481,法句經,T 210 (1),,福,An Shigao
481,法句經,T 210 (1),,刀杖品,
481,法句經,T 210 (1),,慈仁,
481,法句經,T 210 (1),,楚毒,
481,法句經,T 210 (1),,沙門道人,
481,法句經,T 210 (1),,老耗品,
481,法句經,T 210 (1),,熾然,
481,法句經,T 210 (1),,福慧,
481,法句經,T 210 (1),,無生,Lokakṣema 
481,法句經,T 210 (1),,梵行,Kang Mengxiang
481,法句經,T 210 (1),,愛身品,
481,法句經,T 210 (1),,調身,
481,法句經,T 210 (1),,世俗品,
481,法句經,T 210 (1),,萬物如泡,
481,法句經,T 210 (1),,意如野馬,
481,法句經,T 210 (1),,居世若幻,
481,法句經,T 210 (1),,定,An Shigao
481,法句經,T 210 (1),,邪疑,
481,法句經,T 210 (1),,妄語人,
481,法句經,T 210 (1),,曇鉢偈,
481,法句經,T 210 (2),,法句經,
481,法句經,T 210 (2),,尊者,
481,法句經,T 210 (2),,沙門,An Shigao
481,法句經,T 210 (2),,佛,An Shigao
481,法句經,T 210 (2),,度,An Shigao
481,法句經,T 210 (2),,道,An Shigao
481,法句經,T 210 (2),,入道,Kang Mengxiang
481,法句經,T 210 (2),,決網,
481,法句經,T 210 (2),,罣礙,Lokakṣema 
481,法句經,T 210 (2),,愛盡,An Shigao
481,法句經,T 210 (2),,佛意,Lokakṣema 
481,法句經,T 210 (2),,出家,Lokakṣema 
481,法句經,T 210 (2),,根斷,
481,法句經,T 210 (2),,無欲意,
481,法句經,T 210 (2),,學正念,
481,法句經,T 210 (2),,見諦,Zhi Qian
481,法句經,T 210 (2),,五道淵,
481,法句經,T 210 (2),,人道,Lokakṣema 
481,法句經,T 210 (2),,佛法,An Shigao
481,法句經,T 210 (2),,聖道,Kang Mengxiang
481,法句經,T 210 (2),,精進,An Shigao
481,法句經,T 210 (2),,梵志,Kang Mengxiang
481,法句經,T 210 (2),,弟子,Lokakṣema 
481,法句經,T 210 (2),,觀行,
481,法句經,T 210 (2),,忍,Lokakṣema 
481,法句經,T 210 (2),,泥洹,An Shigao
481,法句經,T 210 (2),,戒,An Shigao
481,法句經,T 210 (2),,奉佛教,
481,法句經,T 210 (2),,諸惡莫作，諸善奉行，自淨其意，是諸佛教,
