CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,notes,error
大智論,T 1509 (74),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo), nor the suffix 兒 (ér) in a vernacular sense, as all instances of 阿 are parts of transliterated Buddhist terms like 阿鞞跋致. The pronoun 渠 (qú) and 伊 (yī) are not present. While 他 (tā) appears in '他語' (other's words), it functions as 'other' and not as a personal pronoun 'he/she'. However, the text does contain the reduplicated noun 念念 (niànniàn), meaning 'moment by moment' or 'every thought', indicating a vernacular element.",
大智論,T 1509 (75),True,False,False,False,False,False,False,,
大智論,T 1509 (76),False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā as a vernacular prefix, nor does it use 老 lǎo as a prefix, 兒 ér as a suffix, or the third-person pronouns 渠 qú and 伊 yī. The word 他 tā appears, but only in the sense of 'other' (e.g., 他處, 他人), not as a personal pronoun 'he/she'. However, it does contain reduplicated nouns such as '箭箭' (jiàn jiàn) at [0592c16] and '處處' (chù chù) at [0597a21], indicating a minor vernacular element.",
大智論,T 1509 (77),False,False,False,True,False,False,False,"The text is a formal Buddhist commentary translated by Kumārajīva. While known for some vernacular elements, this excerpt primarily uses Buddhist technical terms and formal language. The prefix 阿 and pronouns 他, 渠, 伊 are not used in a vernacular sense, appearing only in transliterations. The prefix 老 and suffix 兒 are not present. The only identified vernacular element is the reduplication of the noun 念 to form 念念 (niànniàn), meaning 'moment by moment' or 'thought by thought' (e.g., '念念滅不住').",
大智論,T 1509 (78),False,False,True,False,False,False,False,"The prefix 阿 (ā) is not used as a vernacular prefix; all occurrences are part of transliterated Buddhist terms (e.g., 阿耨多羅三藐三菩提, 阿羅漢). The prefix 老 (lǎo) is not used in a vernacular sense; '老' in '老耄' is part of a compound word, not a standalone prefix. The suffix 兒 (ér) is present in '小兒'. There are no reduplicated nouns, though '種種' and '一一' appear as reduplicated adjectives/determiners/adverbs. The pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is used, but consistently in the sense of 'others' or 'other people', not as a singular third-person pronoun. The personal pronoun 伊 (yī) is not found.",
大智論,T 1509 (79),False,False,False,False,False,False,False,,
大智論,T 1509 (80),False,False,False,True,False,False,False,"The text uses reduplicated forms like '念念' and '數數'. The prefix '阿' is only used in transliterations (e.g., 阿耨多羅, 阿修羅, 阿毘曇). The prefix '老' appears in compound words (e.g., 老死, 老年) but not as a vernacular prefix. The suffix '兒' is not present as a standalone suffix, appearing only in compound words (e.g., 嬰兒, 小兒). The personal pronoun '他' (meaning he/she), the pronoun '渠', and the personal pronoun '伊' are not found in the text.",
大智論,T 1509 (81),False,False,False,True,False,False,False,"The text, a translation by Kumārajīva, exhibits a generally classical Chinese style. The prefix 阿 (ā) is used exclusively for transliterations (e.g., 阿耨多羅三藐三菩提, 阿鼻泥梨) and not as a vernacular prefix. The prefix 老 (lǎo) is used as an adjective ('old') but not as a prefix to names or titles. The suffix 兒 (ér) is not found. The pronouns 渠 (qú) and 伊 (yī) are not present. The pronoun 他 (tā) appears, but consistently in the classical sense of 'other' or 'another' (e.g., '奪他命' - take another's life), rather than as a third-person personal pronoun 'he/she'. However, the text does utilize reduplicated nouns such as '世世' (generation after generation), '種種' (various kinds), and '如如' (suchness), which are common stylistic features in Buddhist texts and Chinese literature that can be considered expressive, though not exclusively vernacular.",
大智論,T 1509 (82),False,False,False,False,False,False,False,"The provided text, a translation by Kumārajīva, exhibits a classical Chinese Buddhist translation style. It lacks the common vernacular elements requested: there are no instances of the prefix 阿 (ā) used outside of transliterations (e.g., 阿耨多羅, 阿僧祇), no occurrences of the prefix 老 (lǎo), and no instances of the suffix 兒 (ér). There are no strictly reduplicated nouns, and the text does not use the personal pronouns 他 (tā), 伊 (yī), or 渠 (qú). The absence of these elements is consistent with the formal and literary style characteristic of early Chinese Buddhist scriptures.",
大智論,T 1509 (83),False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā outside of transliterated Buddhist terms like '阿鞞跋致', '阿僧祇', '阿羅漢', '阿那含', '阿毘曇'. It does not contain the prefix 老 lǎo, the suffix 兒 ér, or the personal pronouns 渠 qú, 他 tā, or 伊 yī. However, it does feature several reduplicated words such as '念念' (niànniàn), '種種' (zhǒngzhǒng), '各各' (gègè), and '漸漸' (jiànjiàn), which are characteristic of vernacular styles.",
大智論,T 1509 (84),False,False,False,True,False,False,False,"The prefix 阿 (ā) only appears as part of transliterated Buddhist terms (e.g., 阿耨多羅三藐三菩提, 阿羅漢), not as a standalone vernacular prefix to common nouns or names. The prefix 老 (lǎo) appears in the compound '老、病、死' (old age, sickness, death), not as a vernacular prefix to a personal name or common noun. The suffix 兒 (ér) is not present. The text uses the reduplicated noun '心心' in the phrase '心心數法' (mind and mental factors). The pronoun 渠 (qú) is not present. The personal pronoun 他 (tā) is not used as a third-person personal pronoun 'he/she'; it only appears in '他心智' meaning 'other's'. The personal pronoun 伊 (yī) is not present.",
大智論,T 1509 (85),False,False,False,True,False,False,False,"The text is largely formal Buddhist discourse. The only clear vernacular element found is the reduplicated noun ""家家"" (jiājiā), meaning ""from house to house"" or ""each house,"" which appears in an illustrative parable describing a mendicant's search for food (0658a24-25). No instances of the prefixes 阿 (ā) or 老 (lǎo), the suffix 兒 (ér), or the pronouns 渠 (qú), 他 (tā), or 伊 (yī) were identified. The text maintains a generally classical and technical Buddhist translation style.",
大智論,T 1509 (86),False,False,False,False,False,False,False,"The text does not exhibit strong vernacular elements as defined by the criteria. The prefix 阿 (ā) is used exclusively as part of transliterated Buddhist terms (e.g., 阿羅漢, 阿耨多羅三藐三菩提) and not as a vernacular prefix. The character 老 (lǎo) appears in the sense of 'old age' (e.g., 生、老、病、死) but not as a vernacular prefix. The suffix 兒 (ér) is absent. There are no clear instances of reduplicated nouns (e.g., '人人' for 'everyone'); while '種種' appears, it functions adjectivally. Common vernacular pronouns such as 渠 (qú), 他 (tā), and 伊 (yī) are not present in this excerpt.",
大智論,T 1509 (87),False,False,False,True,False,False,False,"The text exhibits a predominantly formal and classical translation style. The character '阿' appears frequently, but exclusively as part of transliterated Sanskrit Buddhist terms (e.g., '阿耨多羅', '阿羅漢'), not as a vernacular prefix. The prefix '老' is not found. The suffix '兒' is not used as a diminutive suffix; the word '小兒' appears once but '兒' is part of the compound noun 'child'. However, reduplicated nouns such as '種種' (various) and '各各' (each) are present, which is a common vernacular feature. The second-person pronoun '渠' is not found. The character '他' is used in the sense of 'other' or 'others' (e.g., '他人', '他化自在天'), not as a singular third-person personal pronoun 'he/she'. The personal pronoun '伊' is not found.",
大智論,T 1509 (88),False,False,False,True,False,False,False,"Prefix 阿 (ā) is not used as a vernacular prefix; all instances are part of transliterated Buddhist terms (e.g., 阿羅漢, 阿耨多羅三藐三菩提). Prefix 老 (lǎo) is not found in the text. Suffix 兒 (ér) is not found in the text. The text uses reduplicated nouns such as ""處處"" (chùchù, everywhere) in [0681a13] and ""念念"" (niànniàn, moment by moment) in [0682c28] and [0683c28]. The pronoun 渠 (qú) is not found in the text. The personal pronoun 他 (tā) is not found in the text. The personal pronoun 伊 (yī) is not found as a personal pronoun; ""伊泥延鹿"" is a transliterated term.",
大智論,T 1509 (89),False,False,False,True,False,False,False,"The text generally uses a formal, classical Chinese style typical of Buddhist sutra translations from the Later Qin dynasty. While it contains ""葉葉"" (yèyè), a reduplicated noun, which is a vernacular element, other common vernacular indicators such as the prefix ""阿"" (ā) (not as part of transliteration), the prefix ""老"" (lǎo), the suffix ""兒"" (ér), and the personal pronouns ""渠"" (qú), ""他"" (tā) (as a standalone third-person singular pronoun), or ""伊"" (yī) are not present. Occurrences of ""阿"" are exclusively in transliterated Buddhist terms. ""他人"" appears but is interpreted as ""others"" rather than a singular personal pronoun.",
大智論,T 1509 (90),False,False,True,True,False,True,False,Prefix 阿 ā is only found in transliterations. Prefix 老 lǎo is not used as a prefix. The suffix 兒 ér is found in '小兒'. Reduplicated nouns like '分分' and '處處' are present. The pronoun 渠 qú is not found. The personal pronoun 他 tā is used in '他人'. The personal pronoun 伊 yī is not found.,
大智論,T 1509 (91),False,False,False,True,False,True,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo), nor the suffix 兒 (ér). The pronoun 渠 (qú) and 伊 (yī) are also not found. However, reduplicated nouns such as 世世 and 種種 are present. The pronoun 他 (tā) is also present, used in forms like ""他人"" (other people) and ""教他"" (teach others), serving a pronominal function referring to 'others'.",
大智論,T 1509 (92),False,False,False,False,False,False,False,"The text, a classical Buddhist treatise translated by Kumārajīva, maintains a formal and literary style. The prefix 阿 is used only in transliterations like 阿耨多羅三藐三菩提 and 阿羅漢. Neither prefix 老 nor suffix 兒 is present. No reduplicated nouns were found. The pronouns 渠 and 伊 are absent. The pronoun 他 does not appear as a standalone personal pronoun, only in compounds like '他人' or attributively.",
